[1468, 909]
[headline, [297.0, 76.0, 303.0, 25.5], shoonya_1s0DRBH1I0DYA2, 5769979]
[paragraph, [453.0, 1079.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1097.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1115.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1133.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1151.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1169.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1187.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1205.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1223.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1241.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1259.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1277.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1295.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [453.0, 1313.0, 386.0, 18.0], E7tuPeO5hn, 5769979]
[paragraph, [69.0, 282.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 300.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 318.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 336.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 354.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 372.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 390.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 408.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 426.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 444.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 462.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 480.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 498.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 516.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 534.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 552.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 570.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 588.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 606.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 624.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 642.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 660.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 678.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 696.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 714.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[paragraph, [69.0, 732.0, 373.0, 18.0], kdE-RaGawI, 5769979]
[section-title, [144.0, 763.0, 256.0, 30.0], 6gBFXXXrD6, 5769979]
[paragraph, [76.0, 800.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 818.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 836.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 854.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 872.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 890.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 908.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 926.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 944.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 962.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 980.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 998.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 1016.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 1034.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 1052.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 1070.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [76.0, 1088.0, 372.0, 18.0], AbKBkxJO9b, 5769979]
[paragraph, [92.0, 1105.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [92.0, 1123.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [92.0, 1141.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [92.0, 1159.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [92.0, 1177.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [92.0, 1195.0, 370.0, 18.0], rltC2Vm9RR, 5769979]
[paragraph, [80.0, 1218.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[paragraph, [80.0, 1236.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[paragraph, [80.0, 1254.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[paragraph, [80.0, 1272.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[paragraph, [80.0, 1290.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[paragraph, [80.0, 1308.0, 378.0, 18.0], Ql5RAZqcBs, 5769979]
[footnote, [137.0, 1334.0, 456.0, 18.0], Oa9Dfn8qsx, 5769979]
