[1320, 1176]
[paragraph, [433.0, 186.0, 324.0, 18.0], -L4_2dzj5y, 5694009]
[paragraph, [72.0, 769.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 787.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 805.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 823.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 841.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 859.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 877.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 895.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 913.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 931.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 949.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 967.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 985.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1003.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1021.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1039.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1057.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1075.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1093.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1111.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1129.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1147.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1165.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1183.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1201.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [72.0, 1219.0, 336.0, 18.0], shoonya_3s9OP932GBFLDH, 5694009]
[paragraph, [425.0, 250.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 268.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 286.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 304.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 322.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 340.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 358.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 376.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 394.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 412.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 430.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 448.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 466.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 484.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 502.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 520.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 538.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 556.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 574.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 592.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 610.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 628.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 646.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 664.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 682.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 700.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 718.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 736.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 754.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 772.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 790.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 808.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 826.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 844.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 862.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 880.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 898.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 916.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 934.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 952.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 970.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 988.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1006.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1024.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1042.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1060.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1078.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1096.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [425.0, 1114.0, 330.0, 18.0], shoonya_4s5N1X628XWDLZ, 5694009]
[paragraph, [765.0, 445.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 463.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 481.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 499.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 517.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 535.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 553.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 571.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 589.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 607.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 625.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 643.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 661.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 679.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 697.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 715.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 733.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 751.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 769.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 787.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 805.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 823.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 841.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 859.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 877.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 895.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 913.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 931.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 949.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 967.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 985.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1003.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1021.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1039.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1057.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1075.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1093.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1111.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1129.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1147.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1165.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1183.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1201.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1219.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [765.0, 1237.0, 326.0, 18.0], shoonya_1s0RXU5GPZQZAR, 5694009]
[paragraph, [423.0, 1144.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
[paragraph, [423.0, 1162.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
[paragraph, [423.0, 1180.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
[paragraph, [423.0, 1198.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
[paragraph, [423.0, 1216.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
[paragraph, [423.0, 1234.0, 324.0, 18.0], shoonya_0sD7EH04N04S5L, 5694009]
