[1419, 1005]
[paragraph, [0.0, 0.0, 497.0, 18.0], 1TO-jGAvzz, 5747701]
[options, [587.0, 966.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 984.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1002.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1020.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1038.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1056.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1074.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1092.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1110.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1128.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1146.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1164.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1182.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1200.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1218.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1236.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1254.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1272.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1290.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1308.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [587.0, 1326.0, 257.0, 18.0], shoonya_4sOIXLG5IG6R2R, 5747701]
[options, [70.0, 1072.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1090.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1108.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1126.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1144.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1162.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1180.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1198.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1216.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1234.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1252.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1270.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1288.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[options, [70.0, 1306.0, 419.0, 18.0], ES3lVbe5CA, 5747701]
[folio, [0.0, 1383.0, 196.0, 18.0], e6gkSTOgD5, 5747701]
[folio, [910.0, 1395.0, 94.0, 18.0], Ej2daAgiRv, 5747701]
