[1360, 825]
[folio, [599.0, 62.0, 114.0, 18.0], dhq7OTCimm, 5782001]
[sub-ordered-list, [72.0, 1090.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1108.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1126.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1144.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1162.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1180.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1198.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[sub-ordered-list, [72.0, 1216.0, 652.0, 18.0], kRRGX1j0Y2, 5782001]
[subsub-ordered-list, [82.0, 930.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 948.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 966.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 984.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1002.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1020.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1038.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1056.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1074.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1092.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1110.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [82.0, 1128.0, 634.0, 18.0], shoonya_8sJGJU720ZNUL2, 5782001]
[subsub-ordered-list, [77.0, 1189.0, 642.0, 18.0], QKEKjiHOrU, 5782001]
[subsub-ordered-list, [77.0, 1207.0, 642.0, 18.0], QKEKjiHOrU, 5782001]
