[612, 792]
[section-title, [267.0, 29.0, 253.0, 30.0], shoonya_17s3SGRCFN4TW6, 5657026]
[paragraph, [531.0, 451.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 469.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 487.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 505.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 523.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 541.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [531.0, 559.0, 260.0, 18.0], shoonya_0sDV4VBFLCHNJQ, 5657026]
[paragraph, [3.0, 363.0, 255.0, 18.0], shoonya_3sN7LSV8Z2F0A8, 5657026]
[paragraph, [3.0, 381.0, 255.0, 18.0], shoonya_3sN7LSV8Z2F0A8, 5657026]
[paragraph, [3.0, 399.0, 255.0, 18.0], shoonya_3sN7LSV8Z2F0A8, 5657026]
[paragraph, [3.0, 417.0, 255.0, 18.0], shoonya_3sN7LSV8Z2F0A8, 5657026]
[paragraph, [3.0, 435.0, 255.0, 18.0], shoonya_3sN7LSV8Z2F0A8, 5657026]
[paragraph, [273.0, 373.0, 241.0, 18.0], shoonya_8sJ0OMIY6JRGDA, 5657026]
[paragraph, [273.0, 453.0, 242.0, 18.0], shoonya_12sMA2QS2MO9PV, 5657026]
[paragraph, [0.0, 462.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
[paragraph, [0.0, 480.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
[paragraph, [0.0, 498.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
[paragraph, [0.0, 516.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
[paragraph, [0.0, 534.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
[paragraph, [0.0, 552.0, 258.0, 18.0], shoonya_9sSF7H0RJBJNJR, 5657026]
