[5689, 2845]
[section-title, [65.0, 47.0, 2708.0, 93.0], shoonya_0sPZ2N6V6A4TZI, 5695200]
[paragraph, [67.0, 3302.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3355.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3407.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3460.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3512.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3565.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3617.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3670.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3722.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3775.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3827.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3880.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3932.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 3985.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4037.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4090.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4142.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4195.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4247.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4300.0, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [67.0, 4352.5, 1090.0, 52.5], 4PJTm7Fz6u, 5695200]
[paragraph, [1690.0, 2974.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3026.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3079.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3131.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3184.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3236.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3289.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3341.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3394.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3446.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3499.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3551.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3604.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3656.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3709.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3761.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3814.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3866.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3919.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 3971.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4024.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4076.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4129.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4181.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4234.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4286.5, 998.0, 52.5], znEFsVGxgj, 5695200]
[paragraph, [1690.0, 4339.0, 998.0, 52.5], znEFsVGxgj, 5695200]
[sidebar, [646.0, 5155.0, 1427.0, 52.5], zEz-EL2iM7, 5695200]
[sidebar, [646.0, 5207.5, 1427.0, 52.5], zEz-EL2iM7, 5695200]
[sidebar, [646.0, 5260.0, 1427.0, 52.5], zEz-EL2iM7, 5695200]
[folio, [113.0, 5426.0, 2614.0, 52.5], QNm8z_NzU7, 5695200]
[folio, [113.0, 5478.5, 2614.0, 52.5], QNm8z_NzU7, 5695200]
[folio, [113.0, 5531.0, 2614.0, 52.5], QNm8z_NzU7, 5695200]
