[792, 612]
[paragraph, [57.0, 85.0, 161.0, 18.0], shoonya_2s6CZB941CUTX1, 6514999]
[paragraph, [443.0, 464.0, 111.0, 18.0], k60hNTojYw, 6514999]
[paragraph, [57.0, 434.0, 110.0, 18.0], shoonya_11sK4IQ2WOQDPT, 6514999]
[paragraph, [57.0, 452.0, 110.0, 18.0], shoonya_11sK4IQ2WOQDPT, 6514999]
[paragraph, [57.0, 470.0, 110.0, 18.0], shoonya_11sK4IQ2WOQDPT, 6514999]
[paragraph, [224.0, 492.0, 161.0, 18.0], shoonya_14sLQ5WBCVLJWP, 6514999]
[paragraph, [58.0, 494.0, 160.0, 18.0], shoonya_7s37Q7INNBFYEM, 6514999]
[paragraph, [58.0, 512.0, 160.0, 18.0], shoonya_7s37Q7INNBFYEM, 6514999]
[paragraph, [58.0, 530.0, 160.0, 18.0], shoonya_7s37Q7INNBFYEM, 6514999]
[paragraph, [58.0, 548.0, 160.0, 18.0], shoonya_7s37Q7INNBFYEM, 6514999]
[paragraph, [393.0, 494.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 512.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 530.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 548.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 566.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 584.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 602.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [393.0, 620.0, 161.0, 18.0], I2C3CKStqA, 6514999]
[paragraph, [224.0, 519.0, 162.0, 18.0], shoonya_13s5DZCG22G69S, 6514999]
[paragraph, [224.0, 537.0, 162.0, 18.0], shoonya_13s5DZCG22G69S, 6514999]
[paragraph, [224.0, 555.0, 162.0, 18.0], shoonya_13s5DZCG22G69S, 6514999]
[paragraph, [224.0, 573.0, 162.0, 18.0], shoonya_13s5DZCG22G69S, 6514999]
[paragraph, [224.0, 591.0, 162.0, 18.0], shoonya_13s5DZCG22G69S, 6514999]
[paragraph, [57.0, 578.0, 159.0, 18.0], shoonya_8sJHBSUC9K31HS, 6514999]
[paragraph, [57.0, 596.0, 159.0, 18.0], shoonya_8sJHBSUC9K31HS, 6514999]
[paragraph, [57.0, 614.0, 159.0, 18.0], shoonya_8sJHBSUC9K31HS, 6514999]
[paragraph, [225.0, 626.0, 160.0, 18.0], shoonya_5sK8QXNI3F6M3Y, 6514999]
[paragraph, [225.0, 644.0, 160.0, 18.0], shoonya_5sK8QXNI3F6M3Y, 6514999]
[paragraph, [393.0, 650.0, 161.0, 18.0], E-6NJiweqh, 6514999]
[paragraph, [393.0, 668.0, 161.0, 18.0], E-6NJiweqh, 6514999]
[paragraph, [393.0, 686.0, 161.0, 18.0], E-6NJiweqh, 6514999]
[paragraph, [393.0, 704.0, 161.0, 18.0], E-6NJiweqh, 6514999]
[paragraph, [393.0, 722.0, 161.0, 18.0], E-6NJiweqh, 6514999]
[paragraph, [58.0, 663.0, 159.0, 18.0], lI6TAupbBb, 6514999]
[paragraph, [58.0, 681.0, 159.0, 18.0], lI6TAupbBb, 6514999]
[paragraph, [58.0, 699.0, 159.0, 18.0], lI6TAupbBb, 6514999]
[paragraph, [58.0, 717.0, 159.0, 18.0], lI6TAupbBb, 6514999]
[paragraph, [224.0, 699.0, 163.0, 18.0], shoonya_1s223IG197CP5B, 6514999]
[paragraph, [224.0, 717.0, 163.0, 18.0], shoonya_1s223IG197CP5B, 6514999]
