[709, 412]
[folio, [175.0, 29.0, 58.0, 18.0], Ve0rwMINAT, 5740800]
[paragraph, [22.0, 561.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [22.0, 579.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [22.0, 597.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [22.0, 615.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [22.0, 633.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [22.0, 651.0, 181.0, 18.0], 1uLZhg19b0, 5740800]
[paragraph, [208.0, 58.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 76.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 94.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 112.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 130.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 148.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 166.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 184.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 202.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 220.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 238.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 256.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 274.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 292.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 310.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 328.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 346.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 364.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 382.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 400.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 418.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 436.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 454.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 472.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 490.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 508.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 526.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 544.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 562.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 580.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 598.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 616.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 634.0, 175.0, 18.0], redc2hB7sB, 5740800]
[paragraph, [208.0, 652.0, 175.0, 18.0], redc2hB7sB, 5740800]
