[1447, 1063]
[folio, [438.0, 52.0, 213.0, 18.0], shoonya_4sUY9EG2S7TUZV, 5763183]
[paragraph, [533.0, 846.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 864.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 882.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 900.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 918.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 936.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 954.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 972.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 990.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1008.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1026.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1044.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1062.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1080.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1098.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1116.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1134.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1152.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1170.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1188.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1206.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1224.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1242.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1260.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1278.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1296.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [533.0, 1314.0, 438.0, 18.0], shoonya_3sJERULH552XWN, 5763183]
[paragraph, [91.0, 543.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 561.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 579.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 597.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 615.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 633.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 651.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 669.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 687.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 705.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 723.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 741.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 759.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 777.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 795.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 813.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 831.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 849.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 867.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 885.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 903.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 921.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 939.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 957.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 975.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 993.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1011.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1029.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1047.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1065.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1083.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1101.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1119.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1137.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1155.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1173.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1191.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1209.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1227.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1245.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1263.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1281.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
[paragraph, [91.0, 1299.0, 438.0, 18.0], shoonya_2s3IKUZ525WJDW, 5763183]
