[2067, 1567]
[folio, [1060.0, 195.0, 307.0, 36.0], qxjd1xW9Gi, 5735917]
[paragraph, [788.0, 1002.0, 581.0, 36.0], shoonya_3sOOBLIXI576SW, 5735917]
[paragraph, [788.0, 1038.0, 581.0, 36.0], shoonya_3sOOBLIXI576SW, 5735917]
[sidebar, [1413.0, 968.0, 129.0, 36.0], shoonya_6sFCYQA4K7IFKA, 5735917]
[paragraph, [192.0, 1048.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1084.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1120.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1156.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1192.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1228.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1264.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1300.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1336.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1372.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1408.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1444.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1480.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1516.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1552.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1588.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1624.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1660.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1696.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1732.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [192.0, 1768.0, 580.0, 36.0], shoonya_1sG4A7ZNK4AUEI, 5735917]
[paragraph, [790.0, 1096.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1132.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1168.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1204.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1240.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1276.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1312.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1348.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1384.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1420.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1456.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1492.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1528.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1564.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1600.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1636.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [790.0, 1672.0, 588.0, 36.0], 1P1FvB1EDx, 5735917]
[paragraph, [786.0, 1722.0, 586.0, 36.0], ULSj4RhMlJ, 5735917]
[paragraph, [786.0, 1758.0, 586.0, 36.0], ULSj4RhMlJ, 5735917]
[folio, [191.0, 1824.0, 238.0, 36.0], lwvS40DQjW, 5735917]
