[1823, 1375]
[folio, [996.0, 119.0, 283.0, 36.0], shoonya_4sI4LWOW5KEPVT, 5684349]
[ordered-list, [116.0, 925.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 961.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 997.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1033.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1069.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1105.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1141.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1177.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1213.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1249.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1285.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1321.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
[ordered-list, [116.0, 1357.0, 563.0, 36.0], shoonya_6s4MKU331JMIF4, 5684349]
