[2068, 1551]
[folio, [37.0, 37.0, 410.0, 36.0], OV0svEQKJW, 5712536]
[paragraph, [759.0, 943.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 979.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [759.0, 1015.0, 737.0, 36.0], shoonya_2sUYJP7SN0QP1H, 5712536]
[paragraph, [45.0, 943.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 979.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1015.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1051.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1087.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1123.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1159.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1195.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1231.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1267.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1303.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1339.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1375.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1411.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1447.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1483.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1519.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1555.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [45.0, 1591.0, 700.0, 36.0], shoonya_0sCM0TYV66UMQD, 5712536]
[paragraph, [768.0, 1076.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [768.0, 1112.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [768.0, 1148.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [768.0, 1184.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [768.0, 1220.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [768.0, 1256.0, 699.0, 36.0], shoonya_6s8IKHSOGRFQQJ, 5712536]
[paragraph, [1185.0, 1379.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1415.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1451.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1487.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1523.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1559.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [1185.0, 1595.0, 299.0, 36.0], b8myxha0Ic, 5712536]
[paragraph, [758.0, 1637.0, 709.0, 36.0], gcbierMGhj, 5712536]
[paragraph, [758.0, 1673.0, 709.0, 36.0], gcbierMGhj, 5712536]
[paragraph, [758.0, 1709.0, 709.0, 36.0], gcbierMGhj, 5712536]
[paragraph, [758.0, 1745.0, 709.0, 36.0], gcbierMGhj, 5712536]
[paragraph, [29.0, 1672.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1708.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1744.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1780.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1816.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1852.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1888.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [29.0, 1924.0, 723.0, 36.0], shoonya_1s2GYKXSX4PG4D, 5712536]
[paragraph, [753.0, 1811.0, 576.0, 36.0], eQIjwdXTsg, 5712536]
[paragraph, [758.0, 1874.0, 567.0, 36.0], WR1JJXlCcN, 5712536]
[paragraph, [758.0, 1910.0, 567.0, 36.0], WR1JJXlCcN, 5712536]
