[5367, 3825]
[contact-info, [1900.0, 365.0, 124.0, 52.5], shoonya_0s8GYOPSV5GSFF, 6475752]
[paragraph, [710.0, 3290.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3343.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3395.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3448.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3500.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3553.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3605.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3658.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3710.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3763.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3815.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3868.0, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[paragraph, [710.0, 3920.5, 1181.0, 52.5], _OUHiFV6mc, 6475752]
[sub-section-title, [453.0, 2416.0, 153.0, 73.5], _x1AUEjFzG, 6475752]
[paragraph, [697.0, 4034.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4086.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4139.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4191.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4244.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4296.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4349.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4401.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4454.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4506.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4559.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4611.5, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[paragraph, [697.0, 4664.0, 1240.0, 52.5], fINJ_F8-LB, 6475752]
[folio, [3324.0, 4811.0, 259.0, 52.5], oHsQf7LiFp, 6475752]
[folio, [3096.0, 5127.0, 718.0, 52.5], -Tkdy8IG28, 6475752]
[folio, [3096.0, 5179.5, 718.0, 52.5], -Tkdy8IG28, 6475752]
[folio, [3096.0, 5232.0, 718.0, 52.5], -Tkdy8IG28, 6475752]
