[1818, 1374]
[folio, [486.0, 164.0, 405.0, 36.0], shoonya_1sVO1XFR91TY8T, 5682966]
[paragraph, [106.0, 1062.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1098.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1134.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1170.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1206.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1242.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1278.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1314.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1350.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1386.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1422.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1458.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1494.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1530.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1566.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1602.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1638.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [106.0, 1674.0, 575.0, 36.0], UxdwRm7pC7, 5682966]
[paragraph, [695.0, 1308.0, 566.0, 36.0], W8RNV7tNqP, 5682966]
[paragraph, [695.0, 1344.0, 566.0, 36.0], W8RNV7tNqP, 5682966]
[paragraph, [695.0, 1380.0, 566.0, 36.0], W8RNV7tNqP, 5682966]
[paragraph, [695.0, 1416.0, 566.0, 36.0], W8RNV7tNqP, 5682966]
[paragraph, [695.0, 1471.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1507.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1543.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1579.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1615.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1651.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
[paragraph, [695.0, 1687.0, 577.0, 36.0], 7-KQk-m_Ij, 5682966]
