[1613, 1163]
[folio, [67.0, 101.0, 67.0, 36.0], xJNeGOc1yr, 5772988]
[paragraph, [71.0, 1320.0, 496.0, 36.0], 3HxYbw65_l, 5772988]
[paragraph, [71.0, 1356.0, 496.0, 36.0], 3HxYbw65_l, 5772988]
[paragraph, [71.0, 1392.0, 496.0, 36.0], 3HxYbw65_l, 5772988]
[paragraph, [71.0, 1428.0, 496.0, 36.0], 3HxYbw65_l, 5772988]
[paragraph, [71.0, 1464.0, 496.0, 36.0], 3HxYbw65_l, 5772988]
[paragraph, [613.0, 1334.0, 472.0, 36.0], shoonya_0sH7ZFHSCAG2PB, 5772988]
[paragraph, [613.0, 1370.0, 472.0, 36.0], shoonya_0sH7ZFHSCAG2PB, 5772988]
[paragraph, [613.0, 1406.0, 472.0, 36.0], shoonya_0sH7ZFHSCAG2PB, 5772988]
[paragraph, [613.0, 1442.0, 472.0, 36.0], shoonya_0sH7ZFHSCAG2PB, 5772988]
[paragraph, [613.0, 1478.0, 472.0, 36.0], shoonya_0sH7ZFHSCAG2PB, 5772988]
