[1725, 1313]
[paragraph, [662.0, 144.0, 527.0, 36.0], shoonya_8sGIWD7W0AH5DH, 5771625]
[paragraph, [119.0, 1108.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1144.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1180.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1216.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [119.0, 1252.0, 527.0, 36.0], shoonya_0sQJB8650D5C1R, 5771625]
[paragraph, [662.0, 1153.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1189.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1225.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1261.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1297.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1333.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1369.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [662.0, 1405.0, 528.0, 36.0], shoonya_6sK4VDSJCMDV4L, 5771625]
[paragraph, [120.0, 1325.0, 525.0, 36.0], shoonya_5sEFUD2QBQLI0Z, 5771625]
[paragraph, [120.0, 1361.0, 525.0, 36.0], shoonya_5sEFUD2QBQLI0Z, 5771625]
[paragraph, [120.0, 1397.0, 525.0, 36.0], shoonya_5sEFUD2QBQLI0Z, 5771625]
[paragraph, [120.0, 1433.0, 525.0, 36.0], shoonya_5sEFUD2QBQLI0Z, 5771625]
[paragraph, [120.0, 1469.0, 525.0, 36.0], shoonya_5sEFUD2QBQLI0Z, 5771625]
[paragraph, [662.0, 1458.0, 527.0, 36.0], shoonya_7s562UHHCVKQVV, 5771625]
[paragraph, [662.0, 1494.0, 527.0, 36.0], shoonya_7s562UHHCVKQVV, 5771625]
[folio, [575.0, 1584.0, 158.0, 36.0], o1Y9-mnxW2, 5771625]
