[1806, 1262]
[folio, [620.0, 104.0, 470.0, 36.0], shoonya_0s73Y3FS8VSVO1, 5681439]
[paragraph, [653.0, 907.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 943.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 979.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1015.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1051.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1087.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1123.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1159.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1195.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1231.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1267.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [653.0, 1303.0, 518.0, 36.0], shoonya_8sPAQHBD815H0Q, 5681439]
[paragraph, [89.0, 1129.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1165.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1201.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1237.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1273.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1309.0, 515.0, 36.0], shoonya_5sTO0P1J5HZGPP, 5681439]
[paragraph, [89.0, 1382.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1418.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1454.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1490.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1526.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1562.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1598.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1634.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [89.0, 1670.0, 517.0, 36.0], shoonya_6sU9U8UX8NHLF1, 5681439]
[paragraph, [653.0, 1388.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [653.0, 1424.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [653.0, 1460.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [653.0, 1496.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [653.0, 1532.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [653.0, 1568.0, 524.0, 36.0], gCwLoGx5td, 5681439]
[paragraph, [648.0, 1621.0, 530.0, 36.0], DPS-a2wPH2, 5681439]
[paragraph, [648.0, 1657.0, 530.0, 36.0], DPS-a2wPH2, 5681439]
