[792, 612]
[paragraph, [61.0, 54.0, 159.0, 18.0], shoonya_0sVQ6WP0C5GPID, 6515559]
[paragraph, [223.0, 422.0, 162.0, 18.0], B9ywBtAk0b, 6515559]
[paragraph, [223.0, 440.0, 162.0, 18.0], B9ywBtAk0b, 6515559]
[paragraph, [223.0, 458.0, 162.0, 18.0], B9ywBtAk0b, 6515559]
[paragraph, [224.0, 493.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [224.0, 511.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [224.0, 529.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [224.0, 547.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [224.0, 565.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [224.0, 583.0, 161.0, 18.0], 1cXcm_IY49, 6515559]
[paragraph, [389.0, 494.0, 160.0, 18.0], IJEDTiyPuL, 6515559]
[paragraph, [60.0, 507.0, 160.0, 18.0], BYv8jnwoIO, 6515559]
[paragraph, [60.0, 525.0, 160.0, 18.0], BYv8jnwoIO, 6515559]
[paragraph, [389.0, 521.0, 161.0, 18.0], QI0g8deZGc, 6515559]
[paragraph, [59.0, 550.0, 161.0, 18.0], hRKkPwFV09, 6515559]
[paragraph, [59.0, 568.0, 161.0, 18.0], hRKkPwFV09, 6515559]
[paragraph, [59.0, 586.0, 161.0, 18.0], hRKkPwFV09, 6515559]
[paragraph, [59.0, 604.0, 161.0, 18.0], hRKkPwFV09, 6515559]
[paragraph, [389.0, 550.0, 159.0, 18.0], fos4lT7XV5, 6515559]
[paragraph, [389.0, 568.0, 159.0, 18.0], fos4lT7XV5, 6515559]
[paragraph, [390.0, 591.0, 158.0, 18.0], jli6XbcV-D, 6515559]
[paragraph, [390.0, 609.0, 158.0, 18.0], jli6XbcV-D, 6515559]
[paragraph, [224.0, 620.0, 161.0, 18.0], a6PvVvmxaK, 6515559]
[paragraph, [224.0, 638.0, 161.0, 18.0], a6PvVvmxaK, 6515559]
[paragraph, [59.0, 633.0, 162.0, 18.0], 5-I-3aAgan, 6515559]
[paragraph, [59.0, 651.0, 162.0, 18.0], 5-I-3aAgan, 6515559]
[paragraph, [59.0, 669.0, 162.0, 18.0], 5-I-3aAgan, 6515559]
[paragraph, [391.0, 634.0, 158.0, 18.0], hbAx9_kYHt, 6515559]
[paragraph, [391.0, 652.0, 158.0, 18.0], hbAx9_kYHt, 6515559]
[paragraph, [223.0, 662.0, 161.0, 18.0], qfAFwHW2Re, 6515559]
[paragraph, [223.0, 680.0, 161.0, 18.0], qfAFwHW2Re, 6515559]
[paragraph, [223.0, 698.0, 161.0, 18.0], qfAFwHW2Re, 6515559]
[paragraph, [391.0, 676.0, 158.0, 18.0], Uz9ij2590x, 6515559]
[paragraph, [57.0, 691.0, 163.0, 18.0], F9OXbMOCe6, 6515559]
