[792, 612]
[headline, [85.0, 70.0, 199.0, 25.5], shoonya_9sCWTQHOKQ5SFX, 5653991]
[paragraph, [84.0, 299.0, 223.0, 18.0], shoonya_10sMBK9ED1UKDI, 5653991]
[paragraph, [84.0, 317.0, 223.0, 18.0], shoonya_10sMBK9ED1UKDI, 5653991]
[paragraph, [84.0, 335.0, 223.0, 18.0], shoonya_10sMBK9ED1UKDI, 5653991]
[paragraph, [84.0, 353.0, 223.0, 18.0], shoonya_10sMBK9ED1UKDI, 5653991]
[paragraph, [321.0, 349.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 367.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 385.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 403.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 421.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 439.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 457.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 475.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 493.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 511.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 529.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [321.0, 547.0, 221.0, 18.0], shoonya_0sP6AIPZOJUIDX, 5653991]
[paragraph, [85.0, 372.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 390.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 408.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 426.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 444.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 462.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [85.0, 480.0, 225.0, 18.0], VFgqPn10Eg, 5653991]
[paragraph, [84.0, 509.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 527.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 545.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 563.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 581.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 599.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 617.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 635.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 653.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 671.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [84.0, 689.0, 224.0, 18.0], shoonya_3sT1ORE5G4DUNO, 5653991]
[paragraph, [322.0, 573.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 591.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 609.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 627.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 645.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 663.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
[paragraph, [322.0, 681.0, 220.0, 18.0], shoonya_5s80ZGZH4UWY1E, 5653991]
