[1763, 1275]
[folio, [235.0, 33.0, 253.0, 36.0], rYpcGXvmCh, 5712457]
[paragraph, [738.0, 860.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 896.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 932.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 968.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1004.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1040.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1076.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1112.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1148.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1184.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1220.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1256.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [738.0, 1292.0, 510.0, 36.0], P9-OwpWcFW, 5712457]
[paragraph, [237.0, 950.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 986.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1022.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1058.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1094.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1130.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1166.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1202.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1238.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1274.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1310.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1346.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [237.0, 1382.0, 496.0, 36.0], 9GfXqPK9ws, 5712457]
[paragraph, [27.0, 1360.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1396.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1432.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1468.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1504.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1540.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [27.0, 1576.0, 171.0, 36.0], H4kJMD1xzA, 5712457]
[paragraph, [738.0, 1363.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [738.0, 1399.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [738.0, 1435.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [738.0, 1471.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [738.0, 1507.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [738.0, 1543.0, 509.0, 36.0], xs974u9Bkn, 5712457]
[paragraph, [238.0, 1413.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[paragraph, [238.0, 1449.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[paragraph, [238.0, 1485.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[paragraph, [238.0, 1521.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[paragraph, [238.0, 1557.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[paragraph, [238.0, 1593.0, 500.0, 36.0], shoonya_0sSIAZHA73TOJ7, 5712457]
[author, [907.0, 1591.0, 337.0, 36.0], nR4UefZSz6, 5712457]
[author, [907.0, 1627.0, 337.0, 36.0], nR4UefZSz6, 5712457]
[author, [907.0, 1663.0, 337.0, 36.0], nR4UefZSz6, 5712457]
[folio, [28.0, 1667.0, 117.0, 36.0], Z_M9CiIm1P, 5712457]
