[1806, 1262]
[folio, [166.0, 100.0, 505.0, 36.0], shoonya_12sXBRBYOK35S1, 5681517]
[paragraph, [643.0, 652.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 688.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 724.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 760.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 796.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 832.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 868.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 904.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 940.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 976.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1012.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1048.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1084.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1120.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1156.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[paragraph, [643.0, 1192.0, 522.0, 36.0], shoonya_13sMHV7BVT3ZQB, 5681517]
[section-title, [658.0, 1267.0, 498.0, 49.5], shoonya_9sV1FHV6UPPA81, 5681517]
[paragraph, [97.0, 1298.0, 512.0, 36.0], shoonya_8sA6DY8E9UDUUU, 5681517]
[paragraph, [97.0, 1334.0, 512.0, 36.0], shoonya_8sA6DY8E9UDUUU, 5681517]
[paragraph, [97.0, 1370.0, 512.0, 36.0], shoonya_8sA6DY8E9UDUUU, 5681517]
[paragraph, [97.0, 1406.0, 512.0, 36.0], shoonya_8sA6DY8E9UDUUU, 5681517]
[paragraph, [657.0, 1340.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1376.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1412.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1448.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1484.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1520.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1556.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1592.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1628.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[paragraph, [657.0, 1664.0, 500.0, 36.0], shoonya_4sAW4OX5OGVNE0, 5681517]
[ordered-list, [101.0, 1478.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
[ordered-list, [101.0, 1514.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
[ordered-list, [101.0, 1550.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
[ordered-list, [101.0, 1586.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
[ordered-list, [101.0, 1622.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
[ordered-list, [101.0, 1658.0, 500.0, 36.0], shoonya_10sSSAUDXEACPM, 5681517]
