[792, 612]
[headline, [180.0, 112.0, 240.0, 25.5], shoonya_11sFCVKQHCPCDI, 6514844]
[paragraph, [225.0, 258.0, 161.0, 18.0], shoonya_13sKX8WR9CPUBU, 6514844]
[paragraph, [225.0, 276.0, 161.0, 18.0], shoonya_13sKX8WR9CPUBU, 6514844]
[paragraph, [225.0, 294.0, 161.0, 18.0], shoonya_13sKX8WR9CPUBU, 6514844]
[paragraph, [225.0, 312.0, 161.0, 18.0], shoonya_13sKX8WR9CPUBU, 6514844]
[paragraph, [60.0, 306.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 324.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 342.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 360.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 378.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 396.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 414.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [60.0, 432.0, 161.0, 18.0], shoonya_1sCH95NIDV1T6Q, 6514844]
[paragraph, [226.0, 332.0, 160.0, 18.0], shoonya_7sXUC320GEJQFT, 6514844]
[paragraph, [226.0, 350.0, 160.0, 18.0], shoonya_7sXUC320GEJQFT, 6514844]
[paragraph, [225.0, 385.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 403.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 421.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 439.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 457.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 475.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 493.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 511.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 529.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 547.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 565.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 583.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [225.0, 601.0, 162.0, 18.0], shoonya_4sXJ991EOGEME6, 6514844]
[paragraph, [390.0, 412.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 430.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 448.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 466.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 484.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 502.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 520.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 538.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 556.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 574.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 592.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 610.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 628.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 646.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 664.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 682.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [390.0, 700.0, 161.0, 18.0], _A1aKx16cP, 6514844]
[paragraph, [61.0, 451.0, 161.0, 18.0], shoonya_15sZ0LR08UV1M9, 6514844]
[paragraph, [61.0, 469.0, 161.0, 18.0], shoonya_15sZ0LR08UV1M9, 6514844]
[paragraph, [61.0, 487.0, 161.0, 18.0], shoonya_15sZ0LR08UV1M9, 6514844]
[paragraph, [61.0, 505.0, 161.0, 18.0], shoonya_15sZ0LR08UV1M9, 6514844]
[paragraph, [61.0, 523.0, 161.0, 18.0], shoonya_15sZ0LR08UV1M9, 6514844]
[paragraph, [62.0, 558.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 576.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 594.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 612.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 630.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 648.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 666.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [62.0, 684.0, 160.0, 18.0], shoonya_2sYM7MC0Y3VOKI, 6514844]
[paragraph, [225.0, 637.0, 163.0, 18.0], shoonya_0sXADBKMWXF0XV, 6514844]
[paragraph, [225.0, 655.0, 163.0, 18.0], shoonya_0sXADBKMWXF0XV, 6514844]
[paragraph, [243.0, 688.0, 146.0, 18.0], lUTNN23b5u, 6514844]
[folio, [410.0, 725.0, 34.0, 18.0], shoonya_12sJU21KJNZ2VY, 6514844]
