[1326, 829]
[headline, [324.0, 75.0, 148.0, 25.5], 9CA0Z8Uw9r, 5769783]
[paragraph, [69.0, 1074.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1092.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1110.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1128.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[paragraph, [69.0, 1146.0, 344.0, 18.0], dSa8xrQe_j, 5769783]
[ordered-list, [420.0, 954.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 972.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 990.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1008.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1026.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1044.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1062.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1080.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1098.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1116.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1134.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [420.0, 1152.0, 341.0, 18.0], 92WdJppKNg, 5769783]
[ordered-list, [66.0, 1170.0, 686.0, 18.0], vV4YF2rrqR, 5769783]
[ordered-list, [66.0, 1188.0, 686.0, 18.0], vV4YF2rrqR, 5769783]
[ordered-list, [66.0, 1206.0, 686.0, 18.0], vV4YF2rrqR, 5769783]
[ordered-list, [66.0, 1224.0, 686.0, 18.0], vV4YF2rrqR, 5769783]
[author, [75.0, 1197.0, 225.0, 18.0], 4hzFt1Rf2E, 5769783]
[folio, [309.0, 1201.0, 152.0, 18.0], MHCqidi3IJ, 5769783]
