[2339, 1654]
[folio, [126.0, 66.0, 221.0, 36.0], J4MQqyirEA, 5750415]
[paragraph, [138.0, 1221.0, 1452.0, 36.0], shoonya_3sYNVVY0N8HU17, 5750415]
[paragraph, [138.0, 1257.0, 1452.0, 36.0], shoonya_3sYNVVY0N8HU17, 5750415]
[paragraph, [138.0, 1293.0, 1452.0, 36.0], shoonya_3sYNVVY0N8HU17, 5750415]
[paragraph, [289.0, 1350.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1386.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1422.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1458.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1494.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1530.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1566.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1602.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1638.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1674.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1710.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1746.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1782.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1818.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1854.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [289.0, 1890.0, 1204.0, 36.0], shoonya_2sDQY40BMKNAVI, 5750415]
[paragraph, [144.0, 1990.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2026.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2062.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2098.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2134.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2170.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
[paragraph, [144.0, 2206.0, 1453.0, 36.0], shoonya_1s9N43W3QCTNP1, 5750415]
