[1518, 1075]
[folio, [870.0, 79.0, 51.0, 36.0], shoonya_5sVZYGDJ33HUJ0, 5722890]
[paragraph, [529.0, 903.0, 438.0, 36.0], shoonya_3s7M3LD6SOQB2Q, 5722890]
[paragraph, [529.0, 939.0, 438.0, 36.0], shoonya_3s7M3LD6SOQB2Q, 5722890]
[paragraph, [529.0, 975.0, 438.0, 36.0], shoonya_3s7M3LD6SOQB2Q, 5722890]
[paragraph, [529.0, 1011.0, 438.0, 36.0], shoonya_3s7M3LD6SOQB2Q, 5722890]
[paragraph, [529.0, 1047.0, 438.0, 36.0], shoonya_3s7M3LD6SOQB2Q, 5722890]
[paragraph, [90.0, 629.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 665.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 701.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 737.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 773.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 809.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 845.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [90.0, 881.0, 427.0, 36.0], shoonya_0sSQ2ZTMC8YT4U, 5722890]
[paragraph, [93.0, 955.0, 423.0, 36.0], shoonya_4sXWNZDXK1U8TP, 5722890]
[paragraph, [93.0, 991.0, 423.0, 36.0], shoonya_4sXWNZDXK1U8TP, 5722890]
[paragraph, [93.0, 1027.0, 423.0, 36.0], shoonya_4sXWNZDXK1U8TP, 5722890]
[paragraph, [535.0, 1103.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [535.0, 1139.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [535.0, 1175.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [535.0, 1211.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [535.0, 1247.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [535.0, 1283.0, 427.0, 36.0], shoonya_2s07M9ZNFPDF0Q, 5722890]
[paragraph, [90.0, 1155.0, 428.0, 36.0], shoonya_6sUZYYOA3NIQQM, 5722890]
[paragraph, [90.0, 1191.0, 428.0, 36.0], shoonya_6sUZYYOA3NIQQM, 5722890]
[paragraph, [90.0, 1227.0, 428.0, 36.0], shoonya_6sUZYYOA3NIQQM, 5722890]
[paragraph, [90.0, 1263.0, 428.0, 36.0], shoonya_6sUZYYOA3NIQQM, 5722890]
[paragraph, [90.0, 1299.0, 428.0, 36.0], shoonya_6sUZYYOA3NIQQM, 5722890]
[folio, [239.0, 1345.0, 576.0, 36.0], shoonya_8sXZ5R123OM2RX, 5722890]
[folio, [674.0, 1390.0, 205.0, 36.0], Dnsu0DVDNF, 5722890]
