[1388, 886]
[folio, [31.0, 58.0, 167.0, 18.0], hwxNTkjtgX, 5742693]
[paragraph, [24.0, 800.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 818.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 836.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 854.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 872.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 890.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 908.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 926.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 944.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 962.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 980.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 998.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1016.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1034.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1052.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1070.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1088.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1106.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1124.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1142.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1160.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1178.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1196.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1214.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1232.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1250.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1268.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1286.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [24.0, 1304.0, 413.0, 18.0], 3CsOgsmEjh, 5742693]
[paragraph, [451.0, 141.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 159.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 177.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 195.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 213.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 231.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 249.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 267.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 285.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 303.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [451.0, 321.0, 399.0, 18.0], shoonya_1sW2WPDYG2S2RL, 5742693]
[paragraph, [454.0, 356.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 374.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 392.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 410.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 428.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 446.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 464.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 482.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 500.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 518.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 536.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 554.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 572.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 590.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 608.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 626.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 644.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 662.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 680.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 698.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 716.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 734.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 752.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 770.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 788.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 806.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 824.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 842.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 860.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 878.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 896.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 914.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 932.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 950.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 968.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 986.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1004.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1022.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1040.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1058.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1076.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1094.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1112.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1130.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1148.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1166.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1184.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1202.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1220.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1238.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1256.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1274.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[paragraph, [454.0, 1292.0, 403.0, 18.0], bRTgUXchVU, 5742693]
[footnote, [578.0, 1346.0, 253.0, 18.0], NMiaPZtuzn, 5742693]
