[1518, 1075]
[folio, [450.0, 115.0, 76.0, 36.0], -_RcL33b0S, 5722383]
[paragraph, [534.0, 495.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 531.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 567.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 603.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 639.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 675.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 711.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 747.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[paragraph, [534.0, 783.0, 427.0, 36.0], shoonya_1sUBTYLFHIUT73, 5722383]
[sub-headline, [570.0, 819.0, 351.0, 36.0], shoonya_8sR5EA89IOFSKG, 5722383]
[paragraph, [531.0, 860.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 896.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 932.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 968.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1004.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1040.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1076.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1112.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1148.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1184.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1220.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1256.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[paragraph, [531.0, 1292.0, 431.0, 36.0], shoonya_0s6SIPNC3XIWVA, 5722383]
[folio, [590.0, 1384.0, 289.0, 36.0], shoonya_5s6VEPNZO01FNY, 5722383]
