[1492, 1000]
[folio, [403.0, 156.0, 205.0, 18.0], shoonya_2sBKZO80FVDU7X, 5720512]
[paragraph, [147.0, 796.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 814.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 832.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 850.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 868.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 886.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 904.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 922.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 940.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 958.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 976.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 994.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1012.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1030.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1048.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1066.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1084.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1102.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1120.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1138.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1156.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1174.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1192.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1210.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1228.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1246.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1264.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1282.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
[paragraph, [147.0, 1300.0, 738.0, 18.0], e_ot3e1JDp, 5720512]
