[1320, 1176]
[folio, [69.0, 55.0, 158.0, 18.0], shoonya_10s8JZEGCC1921, 5693880]
[paragraph, [412.0, 812.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 830.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 848.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 866.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 884.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 902.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 920.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 938.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 956.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 974.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 992.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [412.0, 1010.0, 320.0, 18.0], shoonya_9sE6RGWJG21WB2, 5693880]
[paragraph, [740.0, 809.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 827.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 845.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 863.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 881.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 899.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 917.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 935.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 953.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 971.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 989.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1007.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1025.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1043.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1061.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1079.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1097.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1115.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1133.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1151.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1169.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1187.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1205.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [740.0, 1223.0, 333.0, 18.0], RVjnt9Mx1W, 5693880]
[paragraph, [75.0, 973.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 991.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1009.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1027.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1045.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1063.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1081.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1099.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1117.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1135.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1153.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1171.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1189.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1207.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [75.0, 1225.0, 319.0, 18.0], shoonya_0sW25FQNPEOWQP, 5693880]
[paragraph, [407.0, 1051.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1069.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1087.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1105.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1123.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1141.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1159.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1177.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1195.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
[paragraph, [407.0, 1213.0, 323.0, 18.0], ELRbVJ6l5F, 5693880]
