[1754, 1241]
[chapter-title, [404.0, 108.0, 430.0, 58.5], shoonya_1sKDB2QJILXJY9, 5709473]
[sub-ordered-list, [187.0, 1222.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1258.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1294.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1330.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1366.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1402.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1438.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1474.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1510.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1546.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
[sub-ordered-list, [187.0, 1582.0, 947.0, 36.0], KMqJ3sYfVU, 5709473]
