[585, 406]
[paragraph, [37.0, 52.0, 314.0, 18.0], hodPRjgBh2, 6496278]
[paragraph, [4722.0, 5941.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 5959.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 5977.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 5995.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6013.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6031.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6049.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6067.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6085.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6103.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6121.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6139.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6157.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6175.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6193.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6211.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6229.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6247.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6265.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6283.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6301.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6319.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6337.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6355.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6373.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6391.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6409.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6427.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6445.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6463.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6481.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6499.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6517.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6535.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6553.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6571.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6589.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6607.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6625.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6643.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6661.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6679.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6697.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6715.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6733.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6751.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6769.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6787.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6805.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6823.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6841.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6859.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6877.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6895.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6913.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6931.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6949.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6967.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 6985.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7003.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7021.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7039.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7057.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7075.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7093.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7111.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7129.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7147.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7165.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7183.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7201.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7219.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7237.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7255.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7273.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7291.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7309.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7327.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7345.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7363.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[paragraph, [4722.0, 7381.0, 34786.0, 18.0], shoonya_1s5RJ5A2X4C3N7, 6496278]
[ordered-list, [4975.0, 9238.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9256.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9274.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9292.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9310.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9328.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9346.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9364.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9382.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9400.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9418.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9436.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9454.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9472.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9490.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9508.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9526.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9544.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9562.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9580.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9598.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9616.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9634.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9652.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9670.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9688.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9706.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9724.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9742.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9760.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9778.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9796.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9814.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9832.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9850.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9868.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9886.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9904.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9922.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9940.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9958.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9976.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 9994.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10012.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10030.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10048.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10066.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10084.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10102.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10120.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10138.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10156.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10174.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10192.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10210.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10228.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10246.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10264.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10282.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10300.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10318.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10336.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10354.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10372.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10390.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10408.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10426.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10444.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10462.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10480.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10498.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10516.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10534.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10552.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10570.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10588.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10606.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10624.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10642.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10660.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10678.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10696.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[ordered-list, [4975.0, 10714.0, 34949.0, 18.0], shoonya_4sD7CCO8Y61VG8, 6496278]
[paragraph, [4901.0, 12304.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12322.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12340.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12358.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12376.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12394.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12412.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12430.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12448.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12466.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12484.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12502.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12520.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12538.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12556.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12574.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12592.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12610.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12628.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12646.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12664.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12682.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12700.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12718.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12736.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12754.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12772.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12790.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12808.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12826.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12844.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12862.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12880.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12898.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12916.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12934.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12952.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12970.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 12988.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13006.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13024.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13042.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13060.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13078.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13096.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
[paragraph, [4901.0, 13114.0, 34964.0, 18.0], shoonya_0sAV7744F5IPF5, 6496278]
