[1320, 1176]
[folio, [99.0, 60.0, 153.0, 18.0], shoonya_0s7IUZYTC0URT8, 5694616]
[paragraph, [431.0, 371.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 389.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 407.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 425.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 443.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 461.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 479.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 497.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 515.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 533.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 551.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 569.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 587.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 605.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 623.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [431.0, 641.0, 316.0, 18.0], WpoiBxL_O9, 5694616]
[paragraph, [427.0, 672.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 690.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 708.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 726.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 744.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 762.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 780.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 798.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 816.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 834.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 852.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 870.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 888.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 906.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 924.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 942.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 960.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 978.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 996.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1014.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1032.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1050.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1068.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1086.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1104.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [427.0, 1122.0, 317.0, 18.0], shoonya_2sMJPGK7NRBZJS, 5694616]
[paragraph, [94.0, 687.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 705.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 723.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 741.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 759.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 777.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 795.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 813.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 831.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 849.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 867.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 885.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 903.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 921.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 939.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
[paragraph, [94.0, 957.0, 319.0, 18.0], shoonya_3sATPLIRD19EFH, 5694616]
