[1267, 753]
[folio, [323.0, 71.0, 115.0, 18.0], shoonya_2s7YQGSF139H0Y, 5699302]
[paragraph, [72.0, 969.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 987.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1005.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1023.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1041.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1059.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1077.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1095.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1113.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1131.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
[paragraph, [72.0, 1149.0, 605.0, 18.0], shoonya_1sAPUAEZHX6JGZ, 5699302]
