[4210, 2980]
[folio, [2242.0, 204.0, 447.0, 52.5], shoonya_1sC6UZ7EGLCP0A, 5699070]
[answer, [316.0, 3795.0, 2410.0, 52.5], 03dcE6AuHm, 5699070]
[ordered-list, [458.0, 1484.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1536.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1589.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1641.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1694.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1746.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1799.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1851.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1904.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 1956.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2009.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2061.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2114.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2166.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2219.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2271.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2324.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2376.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2429.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2481.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2534.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2586.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2639.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2691.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2744.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2796.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2849.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2901.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 2954.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3006.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3059.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3111.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3164.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3216.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3269.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3321.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3374.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3426.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3479.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3531.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3584.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3636.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3689.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3741.5, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
[ordered-list, [458.0, 3794.0, 2229.0, 52.5], shoonya_2sMGOGFJM3XO03, 5699070]
