[2339, 1654]
[folio, [1332.0, 58.0, 254.0, 36.0], f7f180lk9t, 5750620]
[paragraph, [132.0, 1535.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1571.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1607.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1643.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1679.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1715.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1751.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1787.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1823.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1859.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1895.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [132.0, 1931.0, 1446.0, 36.0], shoonya_1sWGT6ZXDSONNT, 5750620]
[paragraph, [120.0, 1984.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2020.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2056.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2092.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2128.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2164.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
[paragraph, [120.0, 2200.0, 1446.0, 36.0], LVT6k0vF2C, 5750620]
