[1806, 1262]
[folio, [587.0, 100.0, 506.0, 36.0], shoonya_6sUSGO7RMP5ICE, 5681666]
[paragraph, [97.0, 1191.0, 514.0, 36.0], shoonya_0sTD8SJQRLSZQI, 5681666]
[paragraph, [654.0, 456.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 492.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 528.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 564.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 600.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 636.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 672.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [654.0, 708.0, 505.0, 36.0], shoonya_3sAB283319NTZR, 5681666]
[paragraph, [650.0, 794.0, 504.0, 36.0], shoonya_7sXEDKBXYK5W2Z, 5681666]
[paragraph, [650.0, 830.0, 504.0, 36.0], shoonya_7sXEDKBXYK5W2Z, 5681666]
[paragraph, [650.0, 866.0, 504.0, 36.0], shoonya_7sXEDKBXYK5W2Z, 5681666]
[paragraph, [650.0, 902.0, 504.0, 36.0], shoonya_7sXEDKBXYK5W2Z, 5681666]
[paragraph, [650.0, 938.0, 504.0, 36.0], shoonya_7sXEDKBXYK5W2Z, 5681666]
[paragraph, [716.0, 983.0, 335.0, 36.0], 15WuUL2Lnl, 5681666]
[paragraph, [716.0, 1019.0, 335.0, 36.0], 15WuUL2Lnl, 5681666]
[paragraph, [716.0, 1055.0, 335.0, 36.0], 15WuUL2Lnl, 5681666]
[paragraph, [716.0, 1091.0, 335.0, 36.0], 15WuUL2Lnl, 5681666]
[paragraph, [719.0, 1160.0, 299.0, 36.0], keTbYH-X4L, 5681666]
[paragraph, [719.0, 1196.0, 299.0, 36.0], keTbYH-X4L, 5681666]
[paragraph, [719.0, 1232.0, 299.0, 36.0], keTbYH-X4L, 5681666]
[paragraph, [719.0, 1268.0, 299.0, 36.0], keTbYH-X4L, 5681666]
[paragraph, [100.0, 1231.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1267.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1303.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1339.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1375.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1411.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1447.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1483.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1519.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1555.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1591.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1627.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [100.0, 1663.0, 511.0, 36.0], shoonya_1sCQOTPKYL0NES, 5681666]
[paragraph, [714.0, 1344.0, 300.0, 36.0], QDXxMV8FCp, 5681666]
[paragraph, [714.0, 1380.0, 300.0, 36.0], QDXxMV8FCp, 5681666]
[paragraph, [714.0, 1416.0, 300.0, 36.0], QDXxMV8FCp, 5681666]
[paragraph, [722.0, 1524.0, 294.0, 36.0], xL04GHQ688, 5681666]
[paragraph, [722.0, 1560.0, 294.0, 36.0], xL04GHQ688, 5681666]
[paragraph, [722.0, 1596.0, 294.0, 36.0], xL04GHQ688, 5681666]
[paragraph, [690.0, 1668.0, 408.0, 36.0], 3xVH1q1EoQ, 5681666]
