[1437, 878]
[headline, [370.0, 87.0, 188.0, 25.5], shoonya_0sZ28J3HK27IVL, 5770314]
[paragraph, [86.0, 535.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 553.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 571.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 589.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 607.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 625.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 643.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 661.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 679.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 697.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 715.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 733.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 751.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 769.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 787.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 805.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 823.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 841.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 859.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 877.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 895.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 913.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 931.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 949.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 967.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 985.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1003.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1021.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1039.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1057.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1075.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1093.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1111.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1129.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [86.0, 1147.0, 356.0, 18.0], xl1fGB0hk7, 5770314]
[paragraph, [92.0, 1180.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1198.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1216.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1234.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1252.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1270.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1288.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1306.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [92.0, 1324.0, 352.0, 18.0], shoonya_1sG4NIGH6DM3MK, 5770314]
[paragraph, [447.0, 1205.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1223.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1241.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1259.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1277.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1295.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1313.0, 358.0, 18.0], OopKJda6DB, 5770314]
[paragraph, [447.0, 1331.0, 358.0, 18.0], OopKJda6DB, 5770314]
