[1320, 1176]
[headline, [186.0, 240.0, 772.0, 25.5], xCwMSsez5u, 5694676]
[paragraph, [70.0, 834.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 852.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 870.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 888.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 906.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 924.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 942.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 960.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 978.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [70.0, 996.0, 322.0, 18.0], shoonya_0sDISG8MPGRUH5, 5694676]
[paragraph, [730.0, 705.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 723.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 741.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 759.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 777.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 795.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 813.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 831.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[paragraph, [730.0, 849.0, 334.0, 18.0], g7DY-s2e3R, 5694676]
[headline, [464.0, 887.0, 547.0, 25.5], 6oMELEzf6M, 5694676]
[contact-info, [575.0, 965.0, 473.0, 18.0], Cf_jt8xF6G, 5694676]
[contact-info, [575.0, 983.0, 473.0, 18.0], Cf_jt8xF6G, 5694676]
[contact-info, [575.0, 1001.0, 473.0, 18.0], Cf_jt8xF6G, 5694676]
[contact-info, [575.0, 1019.0, 473.0, 18.0], Cf_jt8xF6G, 5694676]
[contact-info, [575.0, 1037.0, 473.0, 18.0], Cf_jt8xF6G, 5694676]
[paragraph, [70.0, 1033.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1051.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1069.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1087.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1105.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1123.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1141.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1159.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1177.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1195.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[paragraph, [70.0, 1213.0, 335.0, 18.0], 6Rm3HRSgNn, 5694676]
[figure-caption, [417.0, 1059.0, 635.0, 18.0], UT_Toswg_0, 5694676]
[figure-caption, [417.0, 1077.0, 635.0, 18.0], UT_Toswg_0, 5694676]
[figure-caption, [417.0, 1095.0, 635.0, 18.0], UT_Toswg_0, 5694676]
[figure-caption, [417.0, 1113.0, 635.0, 18.0], UT_Toswg_0, 5694676]
[figure-caption, [417.0, 1131.0, 635.0, 18.0], UT_Toswg_0, 5694676]
[author, [672.0, 1158.0, 230.0, 18.0], NFW9FgG0AJ, 5694676]
[author, [672.0, 1176.0, 230.0, 18.0], NFW9FgG0AJ, 5694676]
