[1818, 1374]
[folio, [474.0, 121.0, 425.0, 36.0], shoonya_0sVSZB1WKB28E6, 5683144]
[paragraph, [103.0, 951.0, 575.0, 36.0], fziVHOEs2x, 5683144]
[paragraph, [103.0, 987.0, 575.0, 36.0], fziVHOEs2x, 5683144]
[paragraph, [103.0, 1023.0, 575.0, 36.0], fziVHOEs2x, 5683144]
[paragraph, [704.0, 959.0, 563.0, 36.0], CSGIdYyOl0, 5683144]
[paragraph, [704.0, 995.0, 563.0, 36.0], CSGIdYyOl0, 5683144]
[paragraph, [729.0, 1042.0, 377.0, 36.0], d6rxhZ6oyj, 5683144]
[paragraph, [104.0, 1083.0, 573.0, 36.0], dlDjF_7uaA, 5683144]
[paragraph, [104.0, 1119.0, 573.0, 36.0], dlDjF_7uaA, 5683144]
[paragraph, [700.0, 1085.0, 566.0, 36.0], S1yKsmbM1G, 5683144]
[paragraph, [700.0, 1121.0, 566.0, 36.0], S1yKsmbM1G, 5683144]
[paragraph, [700.0, 1157.0, 566.0, 36.0], S1yKsmbM1G, 5683144]
[paragraph, [700.0, 1193.0, 566.0, 36.0], S1yKsmbM1G, 5683144]
[paragraph, [109.0, 1168.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1204.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1240.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1276.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1312.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1348.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1384.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1420.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1456.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1492.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [109.0, 1528.0, 570.0, 36.0], -vEZ7dzYky, 5683144]
[paragraph, [700.0, 1253.0, 561.0, 36.0], FHCmNz2kjF, 5683144]
[paragraph, [700.0, 1289.0, 561.0, 36.0], FHCmNz2kjF, 5683144]
[paragraph, [700.0, 1325.0, 561.0, 36.0], FHCmNz2kjF, 5683144]
[paragraph, [698.0, 1380.0, 565.0, 36.0], shoonya_2sRUCC01SUID6T, 5683144]
[paragraph, [698.0, 1416.0, 565.0, 36.0], shoonya_2sRUCC01SUID6T, 5683144]
[paragraph, [698.0, 1452.0, 565.0, 36.0], shoonya_2sRUCC01SUID6T, 5683144]
[paragraph, [698.0, 1488.0, 565.0, 36.0], shoonya_2sRUCC01SUID6T, 5683144]
[paragraph, [700.0, 1550.0, 565.0, 36.0], es9PNGUkjl, 5683144]
[paragraph, [700.0, 1586.0, 565.0, 36.0], es9PNGUkjl, 5683144]
[paragraph, [109.0, 1592.0, 568.0, 36.0], Eq1dRNRUDh, 5683144]
[paragraph, [109.0, 1628.0, 568.0, 36.0], Eq1dRNRUDh, 5683144]
[paragraph, [109.0, 1664.0, 568.0, 36.0], Eq1dRNRUDh, 5683144]
[paragraph, [700.0, 1633.0, 559.0, 36.0], EfuMt6mjP2, 5683144]
[paragraph, [700.0, 1669.0, 559.0, 36.0], EfuMt6mjP2, 5683144]
