[2339, 1656]
[paragraph, [110.0, 82.0, 707.0, 36.0], shoonya_0s1I1EYPIJW9NM, 5749287]
[paragraph, [110.0, 1216.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1252.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1288.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1324.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1360.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1396.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1432.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1468.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1504.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1540.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1576.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [110.0, 1612.0, 709.0, 36.0], shoonya_1s2TRWVWIILKG5, 5749287]
[paragraph, [114.0, 1692.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1728.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1764.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1800.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1836.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1872.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [114.0, 1908.0, 705.0, 36.0], shoonya_5sSKEZM21XEQEZ, 5749287]
[paragraph, [871.0, 1916.0, 666.0, 36.0], YJoudqKky7, 5749287]
[paragraph, [871.0, 1952.0, 666.0, 36.0], YJoudqKky7, 5749287]
[paragraph, [871.0, 1988.0, 666.0, 36.0], YJoudqKky7, 5749287]
[paragraph, [871.0, 2024.0, 666.0, 36.0], YJoudqKky7, 5749287]
[paragraph, [871.0, 2060.0, 666.0, 36.0], YJoudqKky7, 5749287]
[footnote, [115.0, 1993.0, 515.0, 36.0], k7KoepYpoX, 5749287]
[footnote, [115.0, 2029.0, 515.0, 36.0], k7KoepYpoX, 5749287]
[footnote, [115.0, 2065.0, 515.0, 36.0], k7KoepYpoX, 5749287]
