[2650, 2048]
[section-title, [140.0, 122.0, 1751.0, 79.5], shoonya_8sC8RDR0X4G56R, 6473644]
[paragraph, [80.0, 1887.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1933.5, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [80.0, 1980.0, 922.0, 46.5], shoonya_0sHPVXQB7MCH52, 6473644]
[paragraph, [1044.0, 1625.0, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1671.5, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1718.0, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1764.5, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1811.0, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1857.5, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1904.0, 924.0, 46.5], JvCQiHYb5x, 6473644]
[paragraph, [1044.0, 1950.5, 924.0, 46.5], JvCQiHYb5x, 6473644]
[figure-caption, [1172.0, 2579.0, 730.0, 46.5], shoonya_9sZ93JXJC2QEIZ, 6473644]
[figure-caption, [169.0, 2580.0, 699.0, 46.5], shoonya_11sYL8VL3O6OA9, 6473644]
