[1565, 1152]
[paragraph, [574.0, 89.0, 483.0, 36.0], shoonya_5s1NZOQLVRYE18, 5722316]
[paragraph, [78.0, 1413.0, 488.0, 36.0], shoonya_4sZGD68SLATCHZ, 5722316]
[paragraph, [576.0, 1022.0, 479.0, 36.0], shoonya_8sEA85PF3CLXKC, 5722316]
[paragraph, [576.0, 1058.0, 479.0, 36.0], shoonya_8sEA85PF3CLXKC, 5722316]
[paragraph, [576.0, 1094.0, 479.0, 36.0], shoonya_8sEA85PF3CLXKC, 5722316]
[paragraph, [576.0, 1130.0, 479.0, 36.0], shoonya_8sEA85PF3CLXKC, 5722316]
[paragraph, [576.0, 1195.0, 478.0, 36.0], shoonya_9sYW80SLTMD0Q9, 5722316]
[paragraph, [576.0, 1231.0, 478.0, 36.0], shoonya_9sYW80SLTMD0Q9, 5722316]
[paragraph, [576.0, 1267.0, 478.0, 36.0], shoonya_9sYW80SLTMD0Q9, 5722316]
[sub-headline, [578.0, 1307.0, 482.0, 36.0], mCbYyRtjuh, 5722316]
[paragraph, [575.0, 1375.0, 476.0, 36.0], vExB7jcTXk, 5722316]
[paragraph, [575.0, 1411.0, 476.0, 36.0], vExB7jcTXk, 5722316]
