[2067, 1567]
[folio, [1250.0, 191.0, 123.0, 36.0], RIPMkWOSrj, 5735409]
[paragraph, [193.0, 958.0, 577.0, 36.0], shoonya_0s7DAGQ1Z3M1GK, 5735409]
[paragraph, [193.0, 994.0, 577.0, 36.0], shoonya_0s7DAGQ1Z3M1GK, 5735409]
[paragraph, [193.0, 1030.0, 577.0, 36.0], shoonya_0s7DAGQ1Z3M1GK, 5735409]
[paragraph, [193.0, 1066.0, 577.0, 36.0], shoonya_0s7DAGQ1Z3M1GK, 5735409]
[paragraph, [792.0, 694.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 730.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 766.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 802.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 838.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 874.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [792.0, 910.0, 580.0, 36.0], shoonya_2sQS61VFMX2EZ8, 5735409]
[paragraph, [791.0, 961.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 997.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1033.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1069.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1105.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1141.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1177.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1213.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1249.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1285.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1321.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1357.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [791.0, 1393.0, 580.0, 36.0], shoonya_4sG2SADXTV0T56, 5735409]
[paragraph, [192.0, 1139.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1175.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1211.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1247.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1283.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1319.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1355.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1391.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1427.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1463.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[paragraph, [192.0, 1499.0, 579.0, 36.0], shoonya_3s5S6O9O276Y4S, 5735409]
[sidebar, [19.0, 1350.0, 134.0, 36.0], cdkpPXgElA, 5735409]
[paragraph, [791.0, 1450.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [791.0, 1486.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [791.0, 1522.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [791.0, 1558.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [791.0, 1594.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [791.0, 1630.0, 581.0, 36.0], shoonya_7sDQK9BHZCCL98, 5735409]
[paragraph, [190.0, 1540.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1576.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1612.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1648.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1684.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1720.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [190.0, 1756.0, 582.0, 36.0], shoonya_9s0AWFD5BGAZ7R, 5735409]
[paragraph, [791.0, 1672.0, 580.0, 36.0], shoonya_6sY94ZWFJZKC8M, 5735409]
[paragraph, [791.0, 1708.0, 580.0, 36.0], shoonya_6sY94ZWFJZKC8M, 5735409]
[paragraph, [791.0, 1744.0, 580.0, 36.0], shoonya_6sY94ZWFJZKC8M, 5735409]
[folio, [1138.0, 1822.0, 240.0, 36.0], shoonya_10sD89YARLKILO, 5735409]
