[681, 511]
[folio, [61.0, 26.0, 123.0, 18.0], ZBvs4dJVn_, 5761389]
[paragraph, [256.0, 414.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 432.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 450.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 468.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 486.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 504.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 522.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 540.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 558.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 576.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 594.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 612.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [256.0, 630.0, 223.0, 18.0], shoonya_0sS3CM8I9YVUG3, 5761389]
[paragraph, [30.0, 569.0, 223.0, 18.0], R1o2tLW33o, 5761389]
[paragraph, [30.0, 587.0, 223.0, 18.0], R1o2tLW33o, 5761389]
[paragraph, [30.0, 605.0, 223.0, 18.0], R1o2tLW33o, 5761389]
