[2230, 1704]
[section-title, [0.0, 142.0, 227.0, 52.5], QbMcryCFSy, 5653806]
[paragraph, [875.0, 2082.0, 786.0, 36.0], MTEJoQf5JM, 5653806]
[paragraph, [84.0, 1792.0, 775.0, 36.0], shoonya_2s9I4KKJLE41H2, 5653806]
[paragraph, [84.0, 1828.0, 775.0, 36.0], shoonya_2s9I4KKJLE41H2, 5653806]
[paragraph, [84.0, 1864.0, 775.0, 36.0], shoonya_2s9I4KKJLE41H2, 5653806]
[paragraph, [84.0, 1900.0, 775.0, 36.0], shoonya_2s9I4KKJLE41H2, 5653806]
[paragraph, [84.0, 1936.0, 775.0, 36.0], shoonya_2s9I4KKJLE41H2, 5653806]
[paragraph, [91.0, 1977.0, 777.0, 36.0], shoonya_6s7YLFUEYS8PVP, 5653806]
[paragraph, [91.0, 2013.0, 777.0, 36.0], shoonya_6s7YLFUEYS8PVP, 5653806]
[paragraph, [91.0, 2049.0, 777.0, 36.0], shoonya_6s7YLFUEYS8PVP, 5653806]
[folio, [502.0, 2139.0, 696.0, 36.0], shoonya_12sCR91WE255AW, 5653806]
[folio, [502.0, 2175.0, 696.0, 36.0], shoonya_12sCR91WE255AW, 5653806]
[paragraph, [1465.0, 2171.0, 164.0, 36.0], shoonya_15sADQKMUJCF72, 5653806]
