[3690, 2970]
[folio, [1143.0, 114.0, 688.0, 52.5], shoonya_10sJSO652ODJP5, 5698256]
[sub-unordered-list, [372.0, 375.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 393.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 411.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 429.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 447.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 465.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 483.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 501.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 519.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 537.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 555.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 573.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 591.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 609.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [372.0, 627.0, 891.0, 18.0], shoonya_6sG2JUHSV4JQXO, 5698256]
[sub-unordered-list, [369.0, 763.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 781.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 799.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 817.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 835.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 853.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 871.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 889.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 907.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 925.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 943.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 961.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 979.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 997.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1015.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1033.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1051.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1069.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1087.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1105.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1123.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1141.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1159.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1177.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1195.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1213.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1231.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1249.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1267.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1285.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1303.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [369.0, 1321.0, 1103.0, 18.0], shoonya_0s0WFZ0EQBJ556, 5698256]
[sub-unordered-list, [368.0, 1454.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1472.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1490.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1508.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1526.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1544.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1562.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1580.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1598.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1616.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1634.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1652.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1670.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1688.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1706.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1724.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1742.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1760.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1778.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1796.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1814.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1832.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1850.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1868.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1886.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1904.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1922.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1940.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1958.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1976.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 1994.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2012.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2030.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2048.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2066.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2084.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2102.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2120.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2138.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2156.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [368.0, 2174.0, 2384.0, 18.0], shoonya_3sCO3I88SPTYUX, 5698256]
[sub-unordered-list, [372.0, 2333.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2351.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2369.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2387.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2405.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2423.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2441.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2459.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2477.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[sub-unordered-list, [372.0, 2495.0, 580.0, 18.0], shoonya_1sYOTGCANWXADU, 5698256]
[section-title, [242.0, 2556.0, 282.0, 93.0], fFDV-KOE8m, 5698256]
[ordered-list, [180.0, 2662.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2714.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2767.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2819.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2872.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2924.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 2977.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3029.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3082.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3134.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3187.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3239.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3292.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3344.5, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[ordered-list, [180.0, 3397.0, 1744.0, 52.5], oq23QTq2Vt, 5698256]
[sub-unordered-list, [369.0, 2765.0, 1402.0, 18.0], shoonya_7sTGZVN7FPHTGI, 5698256]
[sub-unordered-list, [369.0, 2783.0, 1402.0, 18.0], shoonya_7sTGZVN7FPHTGI, 5698256]
[sub-unordered-list, [369.0, 2801.0, 1402.0, 18.0], shoonya_7sTGZVN7FPHTGI, 5698256]
[sub-unordered-list, [369.0, 2819.0, 1402.0, 18.0], shoonya_7sTGZVN7FPHTGI, 5698256]
[sub-unordered-list, [374.0, 3157.0, 1249.0, 18.0], shoonya_11s3LQZKT6KWAA, 5698256]
[sub-unordered-list, [374.0, 3175.0, 1249.0, 18.0], shoonya_11s3LQZKT6KWAA, 5698256]
[sub-unordered-list, [374.0, 3193.0, 1249.0, 18.0], shoonya_11s3LQZKT6KWAA, 5698256]
[sub-unordered-list, [374.0, 3211.0, 1249.0, 18.0], shoonya_11s3LQZKT6KWAA, 5698256]
[sub-unordered-list, [373.0, 3359.0, 1486.0, 18.0], shoonya_5sHTC5T3M2T4JZ, 5698256]
[sub-unordered-list, [373.0, 3377.0, 1486.0, 18.0], shoonya_5sHTC5T3M2T4JZ, 5698256]
[sub-unordered-list, [373.0, 3395.0, 1486.0, 18.0], shoonya_5sHTC5T3M2T4JZ, 5698256]
[sub-unordered-list, [373.0, 3413.0, 1486.0, 18.0], shoonya_5sHTC5T3M2T4JZ, 5698256]
