[872, 605]
[folio, [31.0, 28.0, 85.0, 18.0], MeR2GoTtKT, 6457496]
[paragraph, [37.0, 322.0, 262.0, 18.0], jY-9kL5jtx, 6457496]
[paragraph, [304.0, 329.0, 244.0, 18.0], EbyaTD2XlO, 6457496]
[paragraph, [304.0, 347.0, 244.0, 18.0], EbyaTD2XlO, 6457496]
[paragraph, [34.0, 340.0, 266.0, 18.0], tvNYSBHbfm, 6457496]
[paragraph, [35.0, 359.0, 265.0, 18.0], jGAwCp61A0, 6457496]
[paragraph, [301.0, 365.0, 262.0, 18.0], BdcFYQjcYf, 6457496]
[paragraph, [301.0, 383.0, 262.0, 18.0], BdcFYQjcYf, 6457496]
[paragraph, [32.0, 378.0, 266.0, 18.0], YRpRYxwqLa, 6457496]
[paragraph, [32.0, 396.0, 266.0, 18.0], YRpRYxwqLa, 6457496]
[paragraph, [303.0, 401.0, 255.0, 18.0], U8EyDKTGmW, 6457496]
[paragraph, [303.0, 419.0, 255.0, 18.0], U8EyDKTGmW, 6457496]
[paragraph, [38.0, 418.0, 262.0, 18.0], I39aRkCeqp, 6457496]
[paragraph, [38.0, 436.0, 262.0, 18.0], I39aRkCeqp, 6457496]
[paragraph, [303.0, 438.0, 218.0, 18.0], 73-DkzXhd8, 6457496]
[paragraph, [39.0, 458.0, 261.0, 18.0], v1fmfEQki_, 6457496]
[paragraph, [39.0, 476.0, 261.0, 18.0], v1fmfEQki_, 6457496]
[paragraph, [39.0, 494.0, 261.0, 18.0], v1fmfEQki_, 6457496]
[paragraph, [39.0, 512.0, 261.0, 18.0], v1fmfEQki_, 6457496]
[paragraph, [301.0, 466.0, 266.0, 18.0], WJu0yNXCTI, 6457496]
[paragraph, [301.0, 484.0, 266.0, 18.0], WJu0yNXCTI, 6457496]
[paragraph, [304.0, 510.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 528.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 546.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 564.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 582.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 600.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 618.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 636.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [304.0, 654.0, 265.0, 18.0], W1JsHRelTk, 6457496]
[paragraph, [47.0, 529.0, 197.0, 18.0], UiKM5WtJ4_, 6457496]
[paragraph, [39.0, 549.0, 260.0, 18.0], nmnxvbQ95P, 6457496]
[paragraph, [41.0, 573.0, 259.0, 18.0], KOicqRi-CG, 6457496]
[paragraph, [41.0, 591.0, 259.0, 18.0], KOicqRi-CG, 6457496]
[paragraph, [49.0, 607.0, 196.0, 18.0], fNx04WKe0i, 6457496]
[paragraph, [38.0, 630.0, 227.0, 18.0], XQjFQhCAQp, 6457496]
[paragraph, [38.0, 652.0, 261.0, 18.0], 7uWA1c5j9a, 6457496]
[paragraph, [38.0, 670.0, 261.0, 18.0], 7uWA1c5j9a, 6457496]
[paragraph, [38.0, 688.0, 261.0, 18.0], 7uWA1c5j9a, 6457496]
[reference, [304.0, 673.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 691.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 709.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 727.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 745.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 763.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 781.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 799.0, 270.0, 18.0], NLyf78osYs, 6457496]
[reference, [304.0, 817.0, 270.0, 18.0], NLyf78osYs, 6457496]
[paragraph, [48.0, 706.0, 253.0, 18.0], asgIoOpXX2, 6457496]
[reference, [36.0, 730.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
[reference, [36.0, 748.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
[reference, [36.0, 766.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
[reference, [36.0, 784.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
[reference, [36.0, 802.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
[reference, [36.0, 820.0, 263.0, 18.0], shoonya_0s0K850A1Z3NUY, 6457496]
