[1565, 1152]
[paragraph, [618.0, 94.0, 448.0, 36.0], shoonya_1sMIOKVLGB8OW8, 5722243]
[paragraph, [95.0, 752.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 788.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 824.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 860.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 896.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 932.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 968.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1004.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1040.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1076.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1112.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1148.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1184.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1220.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1256.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1292.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1328.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1364.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [95.0, 1400.0, 490.0, 36.0], shoonya_4s92H8TVEXU5OP, 5722243]
[paragraph, [618.0, 817.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 853.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 889.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 925.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 961.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 997.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1033.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1069.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1105.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1141.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1177.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1213.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1249.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [618.0, 1285.0, 449.0, 36.0], shoonya_0s0A6G243RG0F8, 5722243]
[paragraph, [615.0, 1343.0, 451.0, 36.0], shoonya_2s6P1TJ3SKF9S8, 5722243]
[paragraph, [615.0, 1379.0, 451.0, 36.0], shoonya_2s6P1TJ3SKF9S8, 5722243]
[paragraph, [615.0, 1415.0, 451.0, 36.0], shoonya_2s6P1TJ3SKF9S8, 5722243]
