[1763, 1275]
[section-title, [355.0, 54.0, 175.0, 49.5], y_Xz9MT3Os, 5713350]
[paragraph, [478.0, 897.0, 297.0, 36.0], 1LykSiaO7N, 5713350]
[paragraph, [478.0, 933.0, 297.0, 36.0], 1LykSiaO7N, 5713350]
[paragraph, [54.0, 1000.0, 240.0, 36.0], C8ZZXyS6Fo, 5713350]
[paragraph, [54.0, 1036.0, 240.0, 36.0], C8ZZXyS6Fo, 5713350]
[paragraph, [54.0, 1072.0, 240.0, 36.0], C8ZZXyS6Fo, 5713350]
[paragraph, [54.0, 1108.0, 240.0, 36.0], C8ZZXyS6Fo, 5713350]
[paragraph, [478.0, 1009.0, 285.0, 36.0], FSHxUMq9Eu, 5713350]
[paragraph, [478.0, 1045.0, 285.0, 36.0], FSHxUMq9Eu, 5713350]
[paragraph, [478.0, 1081.0, 285.0, 36.0], FSHxUMq9Eu, 5713350]
[paragraph, [478.0, 1117.0, 285.0, 36.0], FSHxUMq9Eu, 5713350]
[paragraph, [52.0, 1158.0, 221.0, 36.0], FDda02UPdo, 5713350]
[paragraph, [52.0, 1194.0, 221.0, 36.0], FDda02UPdo, 5713350]
[paragraph, [52.0, 1230.0, 221.0, 36.0], FDda02UPdo, 5713350]
[paragraph, [474.0, 1162.0, 325.0, 36.0], E2dj-OvjXe, 5713350]
[paragraph, [474.0, 1198.0, 325.0, 36.0], E2dj-OvjXe, 5713350]
[paragraph, [474.0, 1234.0, 325.0, 36.0], E2dj-OvjXe, 5713350]
[paragraph, [983.0, 1172.0, 238.0, 36.0], UGN_HzApag, 5713350]
[paragraph, [983.0, 1208.0, 238.0, 36.0], UGN_HzApag, 5713350]
[paragraph, [983.0, 1244.0, 238.0, 36.0], UGN_HzApag, 5713350]
[paragraph, [983.0, 1280.0, 238.0, 36.0], UGN_HzApag, 5713350]
[paragraph, [983.0, 1316.0, 238.0, 36.0], UGN_HzApag, 5713350]
[paragraph, [978.0, 1359.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1395.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1431.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1467.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1503.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1539.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[paragraph, [978.0, 1575.0, 267.0, 36.0], FuI29Viwwv, 5713350]
[figure-caption, [243.0, 1599.0, 168.0, 36.0], prmbfHaz8U, 5713350]
[figure-caption, [47.0, 1606.0, 137.0, 36.0], 2LnE5jyJbn, 5713350]
[figure-caption, [447.0, 1609.0, 168.0, 36.0], pEnpdHP0O5, 5713350]
[folio, [49.0, 1679.0, 115.0, 36.0], wMtnD5VlAo, 5713350]
