[1806, 1262]
[folio, [159.0, 99.0, 506.0, 36.0], shoonya_5sXYWSI0CE7APY, 5680987]
[paragraph, [98.0, 1345.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1381.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1417.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1453.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1489.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1525.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1561.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1597.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1633.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
[paragraph, [98.0, 1669.0, 495.0, 36.0], shoonya_1sZP1RJIRWAI6P, 5680987]
