[1625, 1211]
[section-title, [795.0, 105.0, 344.0, 49.5], z9pmzMSnd-, 5742899]
[paragraph, [433.0, 646.0, 346.0, 36.0], Z3QriylLBz, 5742899]
[paragraph, [433.0, 682.0, 346.0, 36.0], Z3QriylLBz, 5742899]
[paragraph, [433.0, 718.0, 346.0, 36.0], Z3QriylLBz, 5742899]
[paragraph, [804.0, 636.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 672.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 708.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 744.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 780.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 816.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 852.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 888.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [804.0, 924.0, 335.0, 36.0], shoonya_1sJTEBWQ99XHQN, 5742899]
[paragraph, [77.0, 724.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 760.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 796.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 832.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 868.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 904.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 940.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 976.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [77.0, 1012.0, 334.0, 36.0], shoonya_3sUOPJ1ACPE36H, 5742899]
[paragraph, [427.0, 776.0, 353.0, 36.0], aVk1kmVvib, 5742899]
[paragraph, [427.0, 812.0, 353.0, 36.0], aVk1kmVvib, 5742899]
[paragraph, [427.0, 848.0, 353.0, 36.0], aVk1kmVvib, 5742899]
[paragraph, [427.0, 884.0, 353.0, 36.0], aVk1kmVvib, 5742899]
[paragraph, [427.0, 920.0, 353.0, 36.0], aVk1kmVvib, 5742899]
[paragraph, [802.0, 989.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1025.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1061.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1097.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1133.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1169.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1205.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1241.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1277.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1313.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1349.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1385.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [802.0, 1421.0, 336.0, 36.0], shoonya_0sLK967LY2HV8Q, 5742899]
[paragraph, [438.0, 1009.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [438.0, 1045.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [438.0, 1081.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [438.0, 1117.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [438.0, 1153.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [438.0, 1189.0, 341.0, 36.0], UqXHrfTe7R, 5742899]
[paragraph, [82.0, 1087.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1123.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1159.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1195.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1231.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1267.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [82.0, 1303.0, 342.0, 36.0], shoonya_5sVWT3LFV7V3R4, 5742899]
[paragraph, [442.0, 1275.0, 333.0, 36.0], shoonya_2sS42TR8SI7Z6Y, 5742899]
[paragraph, [442.0, 1311.0, 333.0, 36.0], shoonya_2sS42TR8SI7Z6Y, 5742899]
[paragraph, [442.0, 1347.0, 333.0, 36.0], shoonya_2sS42TR8SI7Z6Y, 5742899]
[paragraph, [442.0, 1383.0, 333.0, 36.0], shoonya_2sS42TR8SI7Z6Y, 5742899]
[paragraph, [442.0, 1419.0, 333.0, 36.0], shoonya_2sS42TR8SI7Z6Y, 5742899]
[paragraph, [82.0, 1375.0, 334.0, 36.0], shoonya_7sYN9B8I8IBIH8, 5742899]
[paragraph, [82.0, 1411.0, 334.0, 36.0], shoonya_7sYN9B8I8IBIH8, 5742899]
[footnote, [748.0, 1575.0, 388.0, 36.0], tmesAt96Hw, 5742899]
