[842, 596]
[ordered-list, [63.0, 48.0, 472.0, 18.0], shoonya_1sF2SDLGJVYT02, 5658388]
[ordered-list, [47.0, 740.0, 498.0, 18.0], _uQGzoRaY2, 5658388]
[sub-ordered-list, [63.0, 241.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 259.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 277.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 295.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 313.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 331.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 349.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 367.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 385.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 403.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 421.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 439.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 457.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 475.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 493.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 511.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 529.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 547.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 565.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 583.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 601.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 619.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 637.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 655.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 673.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 691.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 709.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[sub-ordered-list, [63.0, 727.0, 463.0, 18.0], shoonya_0sEKYQMZC6MGVV, 5658388]
[footnote, [80.0, 779.0, 462.0, 18.0], shoonya_2sW39NZ2AQEW02, 5658388]
