[1447, 1063]
[folio, [422.0, 54.0, 213.0, 18.0], uTjnXSMZkS, 5762649]
[paragraph, [533.0, 634.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 652.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 670.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 688.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 706.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 724.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 742.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 760.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 778.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 796.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 814.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [533.0, 832.0, 439.0, 18.0], shoonya_0s6XBU7Q9D76XT, 5762649]
[paragraph, [93.0, 493.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 511.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 529.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 547.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 565.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 583.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 601.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 619.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 637.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 655.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 673.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 691.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 709.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 727.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 745.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 763.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 781.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 799.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[paragraph, [93.0, 817.0, 432.0, 18.0], shoonya_1sO4LBDF8EUSGL, 5762649]
[section-title, [411.0, 912.0, 250.0, 30.0], shoonya_3s8Z5H7GIW9E8A, 5762649]
[paragraph, [108.0, 965.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 983.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1001.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1019.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1037.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1055.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1073.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1091.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1109.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1127.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1145.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1163.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1181.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
[paragraph, [108.0, 1199.0, 850.0, 18.0], shoonya_4sWU4WUF7ZGS22, 5762649]
