[809, 621]
[folio, [405.0, 55.0, 176.0, 18.0], gLgcn8w1pw, 5656226]
[subsub-ordered-list, [333.0, 128.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[subsub-ordered-list, [333.0, 146.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[subsub-ordered-list, [333.0, 164.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[subsub-ordered-list, [333.0, 182.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[subsub-ordered-list, [333.0, 200.0, 258.0, 18.0], -JgCAgx6iB, 5656226]
[paragraph, [70.0, 106.0, 243.0, 18.0], shoonya_1sSMV6ZPZSM350, 5656226]
[paragraph, [70.0, 124.0, 243.0, 18.0], shoonya_1sSMV6ZPZSM350, 5656226]
[paragraph, [70.0, 142.0, 243.0, 18.0], shoonya_1sSMV6ZPZSM350, 5656226]
[paragraph, [70.0, 160.0, 243.0, 18.0], shoonya_1sSMV6ZPZSM350, 5656226]
[paragraph, [70.0, 178.0, 243.0, 18.0], shoonya_1sSMV6ZPZSM350, 5656226]
[ordered-list, [41.0, 204.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[ordered-list, [41.0, 222.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[ordered-list, [41.0, 240.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[ordered-list, [41.0, 258.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[ordered-list, [41.0, 276.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[ordered-list, [41.0, 294.0, 277.0, 18.0], pFJUTIx3wH, 5656226]
[subsub-ordered-list, [336.0, 269.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 287.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 305.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 323.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 341.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 359.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 377.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 395.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 413.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 431.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 449.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[subsub-ordered-list, [336.0, 467.0, 245.0, 18.0], fOXA71VvFG, 5656226]
[ordered-list, [29.0, 314.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 332.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 350.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 368.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 386.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 404.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 422.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 440.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 458.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 476.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 494.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 512.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 530.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 548.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 566.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 584.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 602.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 620.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 638.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 656.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 674.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 692.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 710.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[ordered-list, [29.0, 728.0, 280.0, 18.0], m8qfy0xt3M, 5656226]
[sub-ordered-list, [33.0, 343.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 361.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 379.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 397.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 415.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 433.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 451.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 469.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 487.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 505.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 523.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 541.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 559.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 577.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[sub-ordered-list, [33.0, 595.0, 275.0, 18.0], JJ-bxeCRgn, 5656226]
[subsub-ordered-list, [336.0, 519.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [336.0, 537.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [336.0, 555.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [336.0, 573.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [336.0, 591.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [336.0, 609.0, 248.0, 18.0], TQ5JNmCZTJ, 5656226]
[subsub-ordered-list, [44.0, 526.0, 261.0, 18.0], ngqZ3mtb89, 5656226]
[subsub-ordered-list, [44.0, 544.0, 261.0, 18.0], ngqZ3mtb89, 5656226]
[subsub-ordered-list, [44.0, 562.0, 261.0, 18.0], ngqZ3mtb89, 5656226]
[subsub-ordered-list, [44.0, 580.0, 261.0, 18.0], ngqZ3mtb89, 5656226]
[subsub-ordered-list, [44.0, 598.0, 261.0, 18.0], ngqZ3mtb89, 5656226]
[ordered-list, [315.0, 625.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 643.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 661.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 679.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 697.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 715.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[ordered-list, [315.0, 733.0, 296.0, 18.0], ZdwIjPgVDJ, 5656226]
[sub-ordered-list, [36.0, 675.0, 268.0, 18.0], aN6gzFoyTG, 5656226]
[sub-ordered-list, [36.0, 693.0, 268.0, 18.0], aN6gzFoyTG, 5656226]
[sub-ordered-list, [36.0, 711.0, 268.0, 18.0], aN6gzFoyTG, 5656226]
[sub-ordered-list, [36.0, 729.0, 268.0, 18.0], aN6gzFoyTG, 5656226]
[subsub-ordered-list, [67.0, 688.0, 236.0, 18.0], 3QqtH2NS3T, 5656226]
[subsub-ordered-list, [67.0, 706.0, 236.0, 18.0], 3QqtH2NS3T, 5656226]
[sub-ordered-list, [321.0, 702.0, 268.0, 18.0], W1FWmrimON, 5656226]
[sub-ordered-list, [321.0, 720.0, 268.0, 18.0], W1FWmrimON, 5656226]
