[2200, 1700]
[paragraph, [130.0, 198.0, 692.0, 36.0], shoonya_2sHHH4XOGKF2BB, 5753164]
[paragraph, [901.0, 977.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1013.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1049.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1085.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1121.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1157.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1193.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1229.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1265.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1301.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1337.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [901.0, 1373.0, 657.0, 36.0], shoonya_1sMUJ5872IET3Z, 5753164]
[paragraph, [896.0, 1460.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1496.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1532.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1568.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1604.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1640.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1676.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1712.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1748.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [896.0, 1784.0, 675.0, 36.0], shoonya_5sX4169A96PX1K, 5753164]
[paragraph, [133.0, 1798.0, 174.0, 36.0], b4vk1NmMtp, 5753164]
[paragraph, [894.0, 1846.0, 522.0, 36.0], QAgbCS79OU, 5753164]
[paragraph, [131.0, 1851.0, 179.0, 36.0], P2eb6t980I, 5753164]
[paragraph, [901.0, 1889.0, 649.0, 36.0], osrhsJvoQ-, 5753164]
[paragraph, [133.0, 1891.0, 669.0, 36.0], QedPYgKUUE, 5753164]
[paragraph, [133.0, 1927.0, 669.0, 36.0], QedPYgKUUE, 5753164]
[paragraph, [904.0, 1939.0, 502.0, 36.0], j6tcCaCMuz, 5753164]
