[1238, 765]
[chapter-title, [304.0, 96.0, 207.0, 30.0], 1aH7wzdrpP, 5769878]
[paragraph, [113.0, 882.0, 267.0, 18.0], mkqJ8XMkh7, 5769878]
[paragraph, [113.0, 900.0, 267.0, 18.0], mkqJ8XMkh7, 5769878]
[paragraph, [113.0, 918.0, 267.0, 18.0], mkqJ8XMkh7, 5769878]
[paragraph, [410.0, 857.0, 274.0, 18.0], DnuUbpjjEf, 5769878]
[paragraph, [410.0, 875.0, 274.0, 18.0], DnuUbpjjEf, 5769878]
[paragraph, [410.0, 893.0, 274.0, 18.0], DnuUbpjjEf, 5769878]
[paragraph, [410.0, 911.0, 274.0, 18.0], DnuUbpjjEf, 5769878]
[paragraph, [410.0, 929.0, 274.0, 18.0], DnuUbpjjEf, 5769878]
[paragraph, [114.0, 946.0, 268.0, 18.0], 7JTf2mQUiS, 5769878]
[paragraph, [114.0, 964.0, 268.0, 18.0], 7JTf2mQUiS, 5769878]
[paragraph, [114.0, 982.0, 268.0, 18.0], 7JTf2mQUiS, 5769878]
[paragraph, [114.0, 1000.0, 268.0, 18.0], 7JTf2mQUiS, 5769878]
[paragraph, [114.0, 1018.0, 268.0, 18.0], 7JTf2mQUiS, 5769878]
[paragraph, [411.0, 954.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [411.0, 972.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [411.0, 990.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [411.0, 1008.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [411.0, 1026.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [411.0, 1044.0, 272.0, 18.0], 6xLRfqGN39, 5769878]
[paragraph, [113.0, 1043.0, 267.0, 18.0], K7Xbqnr2oj, 5769878]
[paragraph, [113.0, 1061.0, 267.0, 18.0], K7Xbqnr2oj, 5769878]
[paragraph, [113.0, 1079.0, 267.0, 18.0], K7Xbqnr2oj, 5769878]
[paragraph, [113.0, 1097.0, 267.0, 18.0], K7Xbqnr2oj, 5769878]
[paragraph, [113.0, 1115.0, 267.0, 18.0], K7Xbqnr2oj, 5769878]
[paragraph, [392.0, 1067.0, 287.0, 18.0], 95RuH3WYnS, 5769878]
[paragraph, [392.0, 1085.0, 287.0, 18.0], 95RuH3WYnS, 5769878]
[paragraph, [392.0, 1103.0, 287.0, 18.0], 95RuH3WYnS, 5769878]
[paragraph, [392.0, 1121.0, 287.0, 18.0], 95RuH3WYnS, 5769878]
