[1298, 853]
[section-title, [291.0, 73.0, 259.0, 30.0], shoonya_0sI5EA4X2WMDMA, 5710122]
[paragraph, [48.0, 1017.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [48.0, 1035.0, 754.0, 18.0], shoonya_3sES8Z640AUZGC, 5710122]
[paragraph, [57.0, 1064.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1082.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1100.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1118.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1136.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1154.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1172.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1190.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
[paragraph, [57.0, 1208.0, 741.0, 18.0], shoonya_2sDHI6QSHAO1Q4, 5710122]
