[2339, 1654]
[folio, [1295.0, 70.0, 250.0, 36.0], 5AU4GYPD1p, 5750676]
[paragraph, [97.0, 1298.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1334.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1370.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1406.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1442.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1478.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1514.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1550.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1586.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1622.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1658.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1694.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1730.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1766.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1802.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1838.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1874.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1910.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1946.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 1982.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2018.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2054.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2090.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2126.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2162.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2198.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
[paragraph, [97.0, 2234.0, 1458.0, 36.0], shoonya_0sI9LLWA7EQJ7B, 5750676]
