[1468, 909]
[headline, [86.0, 73.0, 216.0, 25.5], shoonya_2sXPTPYNO3Q6R7, 5770424]
[paragraph, [72.0, 993.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1011.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1029.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1047.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1065.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1083.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1101.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1119.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1137.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1155.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1173.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1191.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1209.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1227.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [72.0, 1245.0, 382.0, 18.0], cSfvZmFnQL, 5770424]
[paragraph, [492.0, 674.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [492.0, 692.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [492.0, 710.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [492.0, 728.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [492.0, 746.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [492.0, 764.0, 347.0, 18.0], k0Fjuc2P-u, 5770424]
[paragraph, [460.0, 788.0, 369.0, 18.0], uIrpF7Qqi6, 5770424]
[paragraph, [460.0, 806.0, 369.0, 18.0], uIrpF7Qqi6, 5770424]
[paragraph, [460.0, 824.0, 369.0, 18.0], uIrpF7Qqi6, 5770424]
[paragraph, [460.0, 842.0, 369.0, 18.0], uIrpF7Qqi6, 5770424]
[paragraph, [460.0, 860.0, 369.0, 18.0], uIrpF7Qqi6, 5770424]
[paragraph, [460.0, 880.0, 127.0, 18.0], 9ZwRgPMpUM, 5770424]
[paragraph, [479.0, 905.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [479.0, 923.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [479.0, 941.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [479.0, 959.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [479.0, 977.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [479.0, 995.0, 358.0, 18.0], GLGRbm5RoU, 5770424]
[paragraph, [457.0, 1019.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [457.0, 1037.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [457.0, 1055.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [457.0, 1073.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [457.0, 1091.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [457.0, 1109.0, 379.0, 18.0], ub3md6_pKd, 5770424]
[paragraph, [460.0, 1136.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1154.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1172.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1190.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1208.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1226.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [460.0, 1244.0, 373.0, 18.0], ApDrC2pa3D, 5770424]
[paragraph, [81.0, 1280.0, 365.0, 18.0], shoonya_0sLVN1096D0V2K, 5770424]
[paragraph, [81.0, 1298.0, 365.0, 18.0], shoonya_0sLVN1096D0V2K, 5770424]
[paragraph, [81.0, 1316.0, 365.0, 18.0], shoonya_0sLVN1096D0V2K, 5770424]
[paragraph, [81.0, 1334.0, 365.0, 18.0], shoonya_0sLVN1096D0V2K, 5770424]
[paragraph, [457.0, 1308.0, 370.0, 18.0], PnSWp-qjSD, 5770424]
[paragraph, [457.0, 1326.0, 370.0, 18.0], PnSWp-qjSD, 5770424]
[paragraph, [457.0, 1344.0, 370.0, 18.0], PnSWp-qjSD, 5770424]
