[2067, 1567]
[folio, [1081.0, 192.0, 291.0, 36.0], eQhAwnjCYz, 5735357]
[paragraph, [193.0, 1131.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1167.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1203.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1239.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1275.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1311.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1347.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [193.0, 1383.0, 581.0, 36.0], shoonya_2sZOWN0IC7DA5W, 5735357]
[paragraph, [791.0, 1141.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1177.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1213.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1249.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1285.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1321.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1357.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1393.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1429.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [791.0, 1465.0, 579.0, 36.0], shoonya_1sO27CM6GZD11R, 5735357]
[paragraph, [192.0, 1451.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1487.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1523.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1559.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1595.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1631.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1667.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1703.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[paragraph, [192.0, 1739.0, 582.0, 36.0], shoonya_5sQSJ02Z4JVZ5F, 5735357]
[sidebar, [1415.0, 1464.0, 128.0, 36.0], shoonya_10sUAY23QOH295, 5735357]
[paragraph, [791.0, 1537.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1573.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1609.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1645.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1681.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1717.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[paragraph, [791.0, 1753.0, 583.0, 36.0], shoonya_7sM6CN7CZC2EGW, 5735357]
[folio, [195.0, 1822.0, 233.0, 36.0], Cdx1TlT4sR, 5735357]
