[2234, 1660]
[section-title, [29.0, 165.0, 155.0, 52.5], COSPwGeITn, 5653781]
[paragraph, [860.0, 1615.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1651.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1687.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1723.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1759.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1795.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1831.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1867.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1903.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1939.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 1975.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 2011.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 2047.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [860.0, 2083.0, 751.0, 36.0], shoonya_0sRYVPWSVQ3VS4, 5653781]
[paragraph, [99.0, 1830.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 1866.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 1902.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 1938.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 1974.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 2010.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[paragraph, [99.0, 2046.0, 731.0, 36.0], shoonya_3sIOMDU911IDMO, 5653781]
[folio, [478.0, 2150.0, 711.0, 36.0], shoonya_12sO0S1211H9BX, 5653781]
[folio, [478.0, 2186.0, 711.0, 36.0], shoonya_12sO0S1211H9BX, 5653781]
