[1818, 1374]
[folio, [553.0, 169.0, 260.0, 36.0], shoonya_7sWA4YK5CRGGQB, 5682460]
[paragraph, [111.0, 1222.0, 562.0, 36.0], 8xoGvaAPUO, 5682460]
[paragraph, [112.0, 1265.0, 565.0, 36.0], wd2QGUM66r, 5682460]
[paragraph, [112.0, 1301.0, 565.0, 36.0], wd2QGUM66r, 5682460]
[paragraph, [170.0, 1347.0, 458.0, 36.0], RACdkxGaei, 5682460]
[paragraph, [698.0, 1375.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1411.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1447.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1483.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1519.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1555.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1591.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1627.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [698.0, 1663.0, 565.0, 36.0], shoonya_1sS6RTF4QCYCHL, 5682460]
[paragraph, [117.0, 1387.0, 554.0, 36.0], M8Kyp63_My, 5682460]
[paragraph, [117.0, 1423.0, 554.0, 36.0], M8Kyp63_My, 5682460]
[paragraph, [174.0, 1468.0, 250.0, 36.0], wGAoktFv6f, 5682460]
[paragraph, [112.0, 1506.0, 575.0, 36.0], shoonya_4s4OLV5W2DZ0LY, 5682460]
[paragraph, [112.0, 1542.0, 575.0, 36.0], shoonya_4s4OLV5W2DZ0LY, 5682460]
[paragraph, [112.0, 1578.0, 575.0, 36.0], shoonya_4s4OLV5W2DZ0LY, 5682460]
[paragraph, [112.0, 1614.0, 575.0, 36.0], shoonya_4s4OLV5W2DZ0LY, 5682460]
[paragraph, [112.0, 1650.0, 575.0, 36.0], shoonya_4s4OLV5W2DZ0LY, 5682460]
