[1625, 1211]
[section-title, [204.0, 87.0, 476.0, 49.5], G4cQ1blOKk, 5742719]
[paragraph, [443.0, 489.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 525.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 561.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 597.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 633.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 669.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [443.0, 705.0, 345.0, 36.0], iM1Kd3uN3z, 5742719]
[paragraph, [79.0, 550.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 586.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 622.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 658.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 694.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 730.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 766.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 802.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 838.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 874.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 910.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 946.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [79.0, 982.0, 351.0, 36.0], shoonya_8sJYRIULJ8UQWG, 5742719]
[paragraph, [802.0, 616.0, 335.0, 36.0], shoonya_5sQNWC7L354701, 5742719]
[paragraph, [802.0, 652.0, 335.0, 36.0], shoonya_5sQNWC7L354701, 5742719]
[paragraph, [802.0, 688.0, 335.0, 36.0], shoonya_5sQNWC7L354701, 5742719]
[paragraph, [803.0, 767.0, 335.0, 36.0], shoonya_2sX26IBRU7OOSJ, 5742719]
[paragraph, [803.0, 803.0, 335.0, 36.0], shoonya_2sX26IBRU7OOSJ, 5742719]
[paragraph, [803.0, 839.0, 335.0, 36.0], shoonya_2sX26IBRU7OOSJ, 5742719]
[paragraph, [803.0, 875.0, 335.0, 36.0], shoonya_2sX26IBRU7OOSJ, 5742719]
[paragraph, [803.0, 911.0, 335.0, 36.0], shoonya_2sX26IBRU7OOSJ, 5742719]
[paragraph, [442.0, 786.0, 337.0, 36.0], shoonya_9sGL1KO2FVY12U, 5742719]
[paragraph, [442.0, 822.0, 337.0, 36.0], shoonya_9sGL1KO2FVY12U, 5742719]
[paragraph, [442.0, 858.0, 337.0, 36.0], shoonya_9sGL1KO2FVY12U, 5742719]
[paragraph, [442.0, 894.0, 337.0, 36.0], shoonya_9sGL1KO2FVY12U, 5742719]
[paragraph, [442.0, 930.0, 337.0, 36.0], shoonya_9sGL1KO2FVY12U, 5742719]
[paragraph, [800.0, 988.0, 337.0, 36.0], shoonya_1sYXBGEQN5NHCM, 5742719]
[paragraph, [800.0, 1024.0, 337.0, 36.0], shoonya_1sYXBGEQN5NHCM, 5742719]
[paragraph, [800.0, 1060.0, 337.0, 36.0], shoonya_1sYXBGEQN5NHCM, 5742719]
[paragraph, [800.0, 1096.0, 337.0, 36.0], shoonya_1sYXBGEQN5NHCM, 5742719]
[paragraph, [800.0, 1132.0, 337.0, 36.0], shoonya_1sYXBGEQN5NHCM, 5742719]
[paragraph, [445.0, 998.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1034.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1070.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1106.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1142.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1178.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [445.0, 1214.0, 345.0, 36.0], 7o-Lzaz9-a, 5742719]
[paragraph, [83.0, 1036.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1072.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1108.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1144.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1180.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1216.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1252.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1288.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1324.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [83.0, 1360.0, 336.0, 36.0], shoonya_4s5PWGBUWS4IQJ, 5742719]
[paragraph, [796.0, 1203.0, 336.0, 36.0], shoonya_3s7Y92JTK0U1D1, 5742719]
[paragraph, [796.0, 1239.0, 336.0, 36.0], shoonya_3s7Y92JTK0U1D1, 5742719]
[paragraph, [796.0, 1275.0, 336.0, 36.0], shoonya_3s7Y92JTK0U1D1, 5742719]
[paragraph, [796.0, 1311.0, 336.0, 36.0], shoonya_3s7Y92JTK0U1D1, 5742719]
[paragraph, [796.0, 1347.0, 336.0, 36.0], shoonya_3s7Y92JTK0U1D1, 5742719]
[paragraph, [438.0, 1276.0, 340.0, 36.0], gjNeZNSvsz, 5742719]
[paragraph, [438.0, 1312.0, 340.0, 36.0], gjNeZNSvsz, 5742719]
[paragraph, [438.0, 1348.0, 340.0, 36.0], gjNeZNSvsz, 5742719]
[paragraph, [438.0, 1384.0, 340.0, 36.0], gjNeZNSvsz, 5742719]
[paragraph, [438.0, 1420.0, 340.0, 36.0], gjNeZNSvsz, 5742719]
[paragraph, [797.0, 1387.0, 340.0, 36.0], shoonya_6s3DQPVUNSINCM, 5742719]
[paragraph, [797.0, 1423.0, 340.0, 36.0], shoonya_6s3DQPVUNSINCM, 5742719]
[paragraph, [83.0, 1419.0, 331.0, 36.0], E_-O1BJ0VY, 5742719]
