[2200, 1700]
[folio, [1321.0, 67.0, 284.0, 36.0], Nvjzv190Cq, 5755186]
[paragraph, [189.0, 1747.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1783.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1819.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1855.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1891.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1927.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[paragraph, [189.0, 1963.0, 312.0, 36.0], 3sByTyssRA, 5755186]
[placeholder-text, [550.0, 1760.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1778.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1796.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1814.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1832.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1850.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [550.0, 1868.0, 316.0, 18.0], shoonya_0s3VMW8J1D2VJA, 5755186]
[placeholder-text, [1211.0, 1766.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [1211.0, 1784.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [1211.0, 1802.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [1211.0, 1820.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [1211.0, 1838.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [1211.0, 1856.0, 316.0, 18.0], FA5z1L9hp6, 5755186]
[placeholder-text, [552.0, 1906.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [552.0, 1924.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [552.0, 1942.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [552.0, 1960.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [552.0, 1978.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [552.0, 1996.0, 306.0, 18.0], YdmwD-htYF, 5755186]
[placeholder-text, [1213.0, 1915.0, 318.0, 18.0], Fduriha3SD, 5755186]
[placeholder-text, [1213.0, 1933.0, 318.0, 18.0], Fduriha3SD, 5755186]
[placeholder-text, [1213.0, 1951.0, 318.0, 18.0], Fduriha3SD, 5755186]
[placeholder-text, [1213.0, 1969.0, 318.0, 18.0], Fduriha3SD, 5755186]
[placeholder-text, [1213.0, 1987.0, 318.0, 18.0], Fduriha3SD, 5755186]
[placeholder-text, [1213.0, 2005.0, 318.0, 18.0], Fduriha3SD, 5755186]
